NO LON-DEG LON-MIN LON-SEC LON-EW LAT-DEG LAT-MIN LAT-SEC LAT-NS CITY_NAME CNTRY_NAME POP
1336 2° 29' 45.5880" W 10° 03' 17.9930" N Wa Ghana 78107
1337 5° 24' 50.4159" E 36° 11' 20.3998" N Setif Algeria -999
1338 88° 07' 00.1041" W 30° 40' 59.8944" N Mobile United-States 190274
1339 79° 31' 01.4829" W 9° 00' 10.3677" N Panama Panama 408168
1340 0° 49' 58.8133" W 9° 23' 49.1962" N Tamale Ghana 360579
1341 4° 37' 47.9867" E 36° 03' 32.4141" N Bordj-Bou-Arreridj Algeria -999
1342 2° 47' 31.1914" W 8° 01' 40.7999" N Bondoukou Cote-d'Ivoire 58297
1343 86° 17' 56.4056" W 32° 21' 36.0142" N Montgomery United-States 198325
1344 80° 21' 17.9880" W 8° 30' 46.8035" N Penonome Panama 12394
1345 4° 32' 42.0015" E 35° 42' 00.0108" N M'sila Algeria -999
1346 79° 39' 35.9948" W 0° 57' 14.4000" N Esmeraldas Ecuador -999
1347 3° 14' 59.9980" E 34° 40' 51.5856" N Djelfa Algeria -999
1348 2° 20' 09.6129" W 7° 20' 09.5962" N Sunyani Ghana 70299
1349 84° 18' 00.0095" W 30° 26' 59.9893" N Tallahassee United-States 153583
1350 2° 52' 40.8088" E 33° 48' 25.1894" N Laghouat Algeria 113872
1351 81° 41' 25.1760" W 12° 33' 43.6934" N San-Andres Colombia 58257
1352 4° 01' 59.9966" E 36° 48' 00.0037" N Tizi-Ouzou Algeria -999
1353 1° 37' 19.1917" W 6° 41' 13.2000" N Kumasi Ghana 1468609
1354 81° 39' 35.9880" W 30° 19' 48.0001" N Jacksonville United-States 797557
1355 86° 31' 08.3917" W 16° 19' 47.9853" N Roatan Honduras 7514
1356 3° 03' 00.0048" E 36° 46' 59.8690" N Algiers Algeria 1977663
1357 82° 35' 34.8959" W 27° 59' 50.4706" N Tampa United-States 324465
1358 0° 15' 43.1953" W 6° 05' 13.1890" N Koforidua Ghana 96266
1359 85° 56' 55.0417" W 15° 54' 59.8215" N Trujillo Honduras 9646
1360 5° 04' 40.7939" E 36° 45' 25.1962" N Bejaia Algeria 164103
1361 2° 46' 33.5867" E 36° 16' 01.2107" N Medea Algeria 147707
1362 80° 16' 12.7797" W 25° 49' 55.6466" N Miami United-States 13336
1363 0° 12' 03.3287" W 5° 33' 30.8230" N Accra Ghana 1963264
1364 86° 52' 19.1845" W 15° 45' 18.0141" N La-Ceiba Honduras 130218
1365 81° 33' 54.0057" W 23° 02' 59.9966" N Matanzas Cuba 146733
1366 0° 05' 24.0016" E 35° 56' 23.9892" N Mostaganem Algeria 130000
1367 3° 12' 00.0133" W 5° 28' 00.1164" N Aboisso Cote-d'Ivoire 37654
1368 83° 46' 51.5984" W 15° 15' 25.1930" N Puerto-Lempira Honduras 4856
1369 0° 08' 24.0155" E 35° 23' 59.9893" N Mascara Algeria -999
1370 4° 01' 18.8137" W 5° 19' 29.4923" N Abidjan Cote-d'Ivoire 3677115
1371 1° 19' 33.5906" E 35° 22' 40.8034" N Tiaret Algeria -999
1372 82° 24' 59.2400" W 23° 02' 56.2380" N Havana Cuba 2163824
1373 86° 13' 08.4023" W 14° 39' 57.6142" N Juticalpa Honduras 33686
1374 0° 08' 56.4155" E 34° 50' 27.5929" N Saida Algeria 127497
1375 5° 01' 22.7952" W 5° 07' 51.5964" N Grand-Lahou Cote-d'Ivoire 10273
1376 87° 59' 26.6664" W 43° 04' 04.5948" N Milwaukee United-States 579180
1377 1° 14' 49.2130" W 5° 06' 17.9930" N Cape-Coast Ghana 143015
1378 83° 45' 57.5879" W 12° 00' 39.6143" N Bluefields Nicaragua 44373
1379 3° 52' 01.2124" E 43° 36' 50.4001" N Montpellier France 248252
1380 1° 42' 43.1915" W 4° 55' 48.0074" N Sekondi Ghana 138872
1381 89° 23' 59.9881" W 43° 03' 59.9939" N Madison United-States 19100
1382 88° 06' 00.0022" W 13° 41' 59.9930" N San-Francisco-Gotera El-Salvador -999
1383 84° 33' 28.7879" W 42° 43' 33.5892" N Lansing United-States 117691
1384 1° 26' 16.8085" E 43° 35' 59.9855" N Toulouse France 433055
1385 20° 55' 22.8086" E 14° 32' 02.4034" N Biltine Chad 11000
1386 87° 29' 20.3989" W 13° 31' 40.7963" N Nacaome Honduras 13929
1387 87° 38' 28.6714" W 41° 49' 35.5656" N Chicago United-States 2841952
1388 5° 23' 05.9902" E 43° 17' 05.9856" N Marseille France 794811
1389 20° 49' 55.2123" E 13° 50' 13.1857" N Abeche Chad 74188
1390 88° 10' 37.1845" W 13° 28' 22.7999" N San-Miguel El-Salvador -999
1391 8° 59' 38.3903" E 13° 47' 49.1998" N Zinder Niger 191424
1392 88° 25' 55.2061" W 13° 20' 45.6037" N Usulutan El-Salvador 51910
1393 87° 50' 20.4022" W 13° 19' 55.1891" N La-Union El-Salvador 26807
1394 7° 06' 03.6016" E 13° 29' 24.0034" N Maradi Niger 163487
1395 1° 30' 59.9845" E 42° 29' 59.9926" N Andorra-La-Valla Andorra 20430
1396 86° 08' 06.0130" W 39° 48' 50.4075" N Indianapolis United-States 773283
1397 18° 20' 16.8156" E 13° 12' 50.3929" N Ati Chad 24074
1398 87° 11' 38.3913" W 13° 18' 10.7962" N Choluteca Honduras -999
1399 7° 36' 21.5975" E 12° 59' 34.8110" N Katsina Nigeria 432149
1400 2° 09' 32.4051" E 41° 21' 28.7894" N Barcelona Spain 1581595
1401 89° 39' 14.4133" W 39° 47' 38.4145" N Springfield United-States 23363
1402 18° 41' 52.8159" E 12° 11' 13.1964" N Mongo Chad 27763
1403 88° 55' 59.8860" W 13° 43' 00.1271" N Cojutepeque El-Salvador 48411
1404 2° 38' 59.9870" E 39° 34' 00.1199" N Palma-De-Mallorca Spain 375773
1405 8° 29' 59.9868" E 11° 59' 59.9892" N Kano Nigeria 3626068
1406 84° 28' 37.2524" W 39° 08' 52.8394" N Cincinnati United-States 306382
1407 89° 33' 10.7878" W 13° 59' 45.5964" N Santa-Ana El-Salvador 176661
1408 89° 50' 42.0059" W 13° 55' 08.4141" N Ahuachapan El-Salvador 34102
1409 8° 52' 58.8011" E 44° 24' 46.8071" N Genoa Italy 601951
1410 9° 21' 01.2040" E 11° 47' 57.0805" N Dutse Nigeria 17129
1411 88° 37' 59.8645" W 13° 52' 00.1057" N Sensuntepeque El-Salvador 20386
1412 11° 12' 27.8833" E 43° 46' 53.6553" N Florence Italy 371517
1413 88° 06' 00.0051" E 69° 19' 47.9891" N Noril`sk Russia 140800
1414 7° 25' 26.4050" E 43° 44' 42.0144" N Monaco Monaco 1020
1415 7° 29' 09.6083" E 5° 31' 55.2107" N Umuahia Nigeria 264662
1416 89° 43' 08.4061" W 13° 43' 15.6146" N Sonsonate El-Salvador 59468
1417 7° 01' 33.6123" E 5° 29' 34.7892" N Owerri Nigeria 215038
1418 8° 39' 43.1870" E 41° 57' 39.5892" N Ajaccio France 54364
1419 89° 12' 00.8374" W 13° 42' 05.0794" N San-Salvador El-Salvador 525990
1420 7° 25' 40.7903" E 36° 27' 57.6074" N Guelma Algeria 123590
1421 7° 50' 59.9941" E 5° 00' 28.7856" N Uyo Nigeria -999
1422 89° 17' 23.9948" W 13° 40' 26.3889" N Nueva-San-Salvador El-Salvador 124694
1423 6° 36' 32.3904" E 36° 21' 36.0000" N Constantine Algeria 450097
1424 8° 18' 50.4082" E 4° 57' 25.2074" N Calabar Nigeria 461796
1425 7° 08' 59.9869" E 35° 50' 59.9894" N Oum-el-Bouaghi Algeria 100821
1426 88° 47' 05.9989" W 13° 38' 27.6107" N San-Vicente El-Salvador 37326
1427 6° 10' 19.2084" E 35° 33' 25.2071" N Batna Algeria 280798
1428 8° 07' 15.5905" E 35° 24' 25.1963" N Tbessa Algeria -999
1429 7° 00' 17.9907" E 4° 47' 06.0107" N Port-Harcourt Nigeria 1148665
1430 88° 52' 04.7917" W 13° 30' 28.8034" N Zacatecoluca El-Salvador 39613
1431 5° 43' 37.1907" E 34° 51' 25.1999" N Biskra Algeria -999
1432 8° 07' 51.5870" E 33° 55' 26.3891" N Tozeur Tunisia 34943
1433 7° 24' 43.2155" E 1° 38' 42.0072" N Santo-Antonio Sao-Tome-&-Principe 12529
1434 88° 48' 00.0094" W 16° 06' 57.6110" N Punta-Gorda Belize 5026
1435 9° 06' 32.3977" E 39° 13' 29.9895" N Cagliari Italy 164249
1436 6° 43' 40.8159" E 0° 20' 13.1856" N Sao-Tome Sao-Tome-&-Principe 53300
1437 88° 35' 49.1952" W 15° 43' 37.1855" N Puerto-Barrios Guatemala 56605
1438 9° 51' 42.9169" E 37° 17' 50.8487" N Bizerte Tunisia 115268
1439 89° 31' 44.4095" W 14° 58' 19.2141" N Zacapa Guatemala 36088
1440 10° 11' 59.9905" E 36° 52' 00.0230" N L'Ariana Tunisia -999
1441 86° 13' 01.2123" E 69° 27' 00.0111" N Dudinka Russia 23619
1442 89° 32' 38.3878" W 14° 47' 49.1964" N Chiquimula Guatemala 41521
1443 7° 45' 21.6083" E 36° 54' 10.7894" N Annaba Algeria 206570
1444 6° 54' 28.8155" E 36° 52' 51.6035" N Skikda Algeria 162702
1445 10° 09' 57.6158" E 36° 49' 08.4001" N Tunis Tunisia 693210
1446 5° 45' 57.6122" E 36° 49' 19.1890" N Jijel Algeria -999
1447 10° 24' 46.8012" E 5° 29' 09.6144" N Bafoussam Cameroon 290768
1448 88° 46' 40.7913" W 14° 45' 57.6111" N Santa-Rosa Honduras 27753
1449 9° 11' 31.1905" E 36° 43' 30.0144" N Beja Tunisia 57233
1450 89° 59' 20.4061" W 14° 37' 58.8038" N Jalapa Guatemala 45834
1451 9° 13' 51.6120" E 4° 09' 18.0109" N Buea Cameroon -999
1452 89° 10' 55.1951" W 14° 26' 13.1966" N Nueva-Ocotepeque Honduras 8780
1453 9° 42' 22.9476" E 4° 08' 11.9474" N Douala Cameroon 1338082
1454 89° 53' 49.2134" W 14° 17' 24.0075" N Jutiapa Guatemala 34332
1455 8° 46' 21.2207" E 3° 44' 36.9745" N Malabo Equatorial-Guinea 155963
1456 89° 05' 38.3877" W 14° 04' 19.2144" N Chalatenango El-Salvador 19364
1457 8° 33' 00.0013" E 3° 26' 59.9891" N Luba Equatorial-Guinea 8655
1458 88° 01' 40.8023" W 15° 30' 07.1854" N San-Pedro-Sula Honduras 489466
1459 11° 08' 52.8124" E 2° 55' 04.7926" N Ebolowa Cameroon 87875
1460 87° 17' 24.0022" W 15° 03' 35.9893" N Yoro Honduras 15774
1461 9° 50' 42.0048" E 10° 18' 36.0146" N Bauchi Nigeria 316149
1462 88° 14' 09.5989" W 14° 55' 08.4107" N Santa-Barbara Honduras 15119
1463 88° 34' 59.8821" W 14° 34' 59.8908" N Gracias Honduras 7909
1464 8° 53' 34.7976" E 9° 55' 26.4108" N Jos Nigeria 816824
1465 87° 38' 34.7950" W 14° 27' 14.4001" N Comayagua Honduras 58784
1466 8° 31' 22.8013" E 7° 44' 49.2069" N Makurdi Nigeria 292645
1467 88° 10' 00.1186" W 14° 19' 58.8144" N La-Esperanza Honduras 5318
1468 87° 41' 02.4095" W 14° 19' 11.9963" N La-Paz Honduras 17555
1469 10° 08' 52.8158" E 5° 57' 32.3963" N Bamenda Cameroon 393835
1470 87° 12' 10.7913" W 14° 05' 56.4143" N Tegucigalpa Honduras 850848
1471 9° 48' 59.2645" E 1° 50' 58.8479" N Bata Equatorial-Guinea 173046
1472 87° 07' 47.9950" W 12° 37' 26.4106" N Chinandega Nicaragua 126387
1473 85° 39' 36.0059" W 12° 28' 15.6110" N Boaco Nicaragua 29046
1474 10° 34' 00.1286" E 1° 26' 59.9965" N Evinayong Equatorial-Guinea 8462
1475 9° 27' 14.3870" E 0° 23' 27.5854" N Libreville Gabon 578156
1476 86° 52' 51.5844" W 12° 25' 58.7859" N Leon Nicaragua 144538
1477 1° 23' 20.3904" E 10° 18' 46.8035" N Natitingou Benin 80892
1478 86° 16' 22.8022" W 12° 09' 03.5965" N Managua Nicaragua 973087
1479 2° 37' 33.6087" E 9° 19' 48.0110" N Parakou Benin 163753
1480 85° 22' 12.0130" W 12° 06' 14.4036" N Juigalpa Nicaragua 54731
1481 0° 47' 20.4123" E 9° 15' 39.6000" N Bassar Togo 61845
1482 86° 05' 41.9950" W 11° 58' 08.4033" N Masaya Nicaragua 130113
1483 0° 59' 05.9867" E 8° 33' 25.2075" N Sotouboua Togo 21054
1484 85° 57' 35.9953" W 11° 55' 40.7894" N Granada Nicaragua 89409
1485 4° 33' 39.6085" E 7° 45' 57.6034" N Oshogbo Nigeria -999
1486 86° 11' 41.9912" W 11° 50' 45.5931" N Jinotepe Nicaragua 29507
1487 3° 53' 43.0126" E 7° 22' 43.8204" N Ibadan Nigeria 3565108
1488 85° 49' 58.7985" W 11° 25' 55.1928" N Rivas Nicaragua 30293
1489 5° 11' 38.3977" E 7° 14' 49.1929" N Akure Nigeria 420594
1490 3° 20' 59.9942" E 7° 09' 32.3854" N Abeokuta Nigeria 593100
1491 86° 51' 03.5950" W 13° 56' 38.3889" N Yuscaran Honduras 2371
1492 3° 18' 00.0119" E 6° 27' 00.0110" N Lagos Nigeria 9000000
1493 86° 28' 22.7953" W 13° 37' 47.9855" N Ocotal Nicaragua 33928
1494 4° 32' 42.0015" E 8° 29' 31.2146" N Ilorin Nigeria 814192
1495 86° 34' 58.7880" W 13° 28' 33.5894" N Somoto Nicaragua 20316
1496 86° 00' 00.0133" W 13° 05' 27.6142" N Jinotega Nicaragua 51073
1497 1° 59' 20.4014" E 7° 11' 02.3930" N Abomey Benin 82154
1498 86° 21' 21.5950" W 13° 05' 13.1961" N Esteli Nicaragua 96422
1499 85° 55' 01.1878" W 12° 55' 15.6105" N Matagalpa Nicaragua 109089
1500 89° 37' 40.8093" W 20° 58' 58.7854" N Merida Mexico 717175
1501 0° 37' 58.7904" E 6° 54' 07.2036" N Kpalime Togo 95974
1502 88° 17' 27.5953" W 18° 29' 52.7892" N Chetumal Mexico 134412
1503 88° 23' 16.8021" W 18° 23' 52.7930" N Corozal Belize 8724
1504 1° 42' 54.0154" E 6° 36' 54.0001" N Lokossa Benin 86971
1505 88° 33' 25.2093" W 18° 04' 58.7931" N Orange-Walk Belize 15298
1506 88° 10' 55.1985" W 17° 29' 45.6003" N Belize Belize 61461
1507 2° 37' 57.0011" E 6° 36' 03.9745" N Porto-Novo Benin 234168
1508 89° 03' 39.6094" W 17° 09' 21.5928" N El-Cayo Belize -999
1509 0° 28' 15.5908" E 6° 35' 59.9890" N Ho Ghana 69998
1510 88° 48' 00.0094" W 17° 07' 11.9929" N Belmopan Belize 13381
1511 2° 26' 23.9974" E 6° 21' 25.1890" N Cotonou Benin 690584
1512 1° 12' 05.5634" E 6° 06' 10.2134" N Lome Togo 749700
1513 88° 12' 50.4130" W 16° 57' 54.0003" N Stann-Creek-Town Belize -999
1514 89° 53' 02.3952" W 16° 55' 37.2074" N Flores Guatemala 20464
1515 71° 07' 59.9757" W 21° 27' 59.9939" N Grand-Turk Turks-&-Caicos-Is. 3720
1516 72° 49' 46.1446" W 19° 55' 54.3360" N Port-De-Paix Haiti -999
1517 71° 38' 45.6093" W 19° 50' 34.8073" N Monte-Cristi Dominican-Republic -999
1518 70° 41' 24.8913" W 19° 47' 24.7813" N Puerto-Plata Dominican-Republic -999
1519 72° 12' 48.4296" W 19° 45' 20.0087" N Cap-Haitien Haiti 134815
1520 74° 10' 51.5878" W 11° 15' 00.0002" N Santa-Marta Colombia 431781
1521 77° 54' 50.3952" W 21° 23' 09.5927" N Camaguey Cuba 347562
1522 76° 56' 59.9986" W 20° 57' 57.6147" N Victoria-De-Las-Tunas Cuba -999
1523 76° 15' 43.2130" W 20° 53' 27.5926" N Holguin Cuba 319102
1524 77° 06' 46.7953" W 20° 20' 38.3857" N Manzanillo Cuba 128188
1525 75° 12' 32.4130" W 20° 08' 34.7967" N Guantanamo Cuba 272801
1526 75° 49' 44.3841" W 20° 01' 44.3858" N Santiago-De-Cuba Cuba 555865
1527 74° 06' 49.5274" W 18° 38' 23.7374" N Jeremie Haiti 30917
1528 73° 44' 52.7917" W 18° 11' 23.9964" N Les-Cayes Haiti 59319
1529 77° 39' 21.7789" W 18° 28' 46.4987" N Falmouth Jamaica 7779
1530 77° 55' 15.6022" W 18° 28' 08.3963" N Montego-Bay Jamaica 82867
1531 78° 10' 44.4133" W 18° 26' 34.7929" N Lucea Jamaica 6289
1532 77° 56' 52.8022" W 18° 09' 50.3929" N Savanna-La-Mar Jamaica -999
1533 77° 29' 59.9950" W 18° 01' 58.8107" N Mandeville Jamaica 47115
1534 77° 51' 07.1913" W 18° 01' 51.5856" N Black-River Jamaica 4229
1535 76° 47' 59.9878" W 18° 01' 59.8801" N Halfway-Tree Jamaica -999
1536 77° 11' 58.2887" W 18° 25' 57.5007" N St.-Anns-Bay Jamaica -999
1537 76° 53' 59.9840" W 18° 22' 37.2035" N Port-Maria Jamaica 7906
1538 76° 22' 48.0098" W 18° 09' 32.4111" N Port-Antonio Jamaica -999
1539 76° 57' 07.1915" W 17° 59' 41.9857" N Spanish-Town Jamaica 145018
1540 77° 14' 34.8131" W 17° 58' 08.4144" N May-Pen Jamaica 44755
1541 16° 11' 05.9906" E 54° 11' 09.6109" N Koszalin Poland 107450
1542 41° 17' 31.2014" E 39° 54' 14.4072" N Erzurum Turkey 420691
1543 8° 44' 59.9944" E 36° 30' 00.0143" N Jendouba Tunisia 51408
1544 14° 31' 51.6159" E 53° 26' 16.8143" N Szczecin Poland 407811
1545 24° 22' 58.7944" E 45° 06' 35.9926" N Rimnicu-Vilcea Romania 107558
1546 32° 15' 57.5977" E 30° 35' 20.4071" N Ismailia Egypt 284813
1547 8° 40' 00.1322" E 36° 10' 00.1129" N Le-Kef Tunisia -999
1548 39° 30' 17.9867" E 39° 44' 24.0146" N Erzincan Turkey 114027
1549 31° 30' 59.9739" E 30° 34' 59.9952" N Zagizig Egypt -999
1550 16° 44' 42.0156" E 53° 08' 41.9997" N Pila Poland 75532
1551 23° 16' 26.4015" E 45° 02' 41.9998" N Targu-Jiu Romania 97179
1552 9° 22' 59.8851" E 36° 04' 59.8945" N Siliana Tunisia 26960
1553 15° 14' 09.6050" E 52° 44' 09.6141" N Gorzow-Wielkopolski Poland 124430
1554 24° 30' 46.8122" E 47° 08' 16.8144" N Bistrita Romania 81318
1555 8° 43' 00.1140" E 35° 13' 00.1309" N Kasserine Tunisia 81987
1556 43° 17' 09.6157" E 43° 28' 55.1893" N Nal'chik Russia 272800
1557 31° 11' 00.0076" E 30° 27' 59.9941" N Benha Egypt -999
1558 15° 29' 31.1904" E 51° 56' 31.1890" N Zielona-Gora Poland 118433
1559 24° 34' 01.2121" E 46° 32' 34.7853" N Targu-Mures Romania 146863
1560 9° 30' 00.0155" E 35° 01' 00.1056" N Sdid-Bouzid Tunisia -999
1561 16° 33' 57.6119" E 51° 50' 38.3857" N Leszno Poland 63565
1562 44° 40' 00.0350" E 43° 02' 59.9891" N Vladikavkaz Russia 317370
1563 31° 15' 02.8775" E 30° 04' 40.4760" N Cairo Egypt 7734614
1564 26° 40' 01.2015" E 47° 44' 45.5967" N Botosani Romania 114783
1565 16° 09' 28.7906" E 51° 12' 25.2105" N Legnica Poland 106033
1566 10° 45' 33.3264" E 34° 44' 42.8565" N Sfax Tunisia 277278
1567 26° 18' 59.9990" E 47° 38' 59.9858" N Suceava Romania 105796
1568 44° 46' 58.8047" E 43° 13' 58.8109" N Nazran Russia 164131
1569 8° 47' 13.1908" E 34° 25' 19.2108" N Gafsa Tunisia 81232
1570 31° 13' 15.4392" E 30° 03' 05.4469" N Giza Egypt 2443203
1571 27° 35' 02.4047" E 47° 10' 11.9962" N Iasi Romania 318012
1572 15° 43' 37.1869" E 50° 54' 00.0141" N Jelenia-Gora Poland 87310
1573 44° 46' 59.2587" E 41° 43' 18.5269" N T'Bilisi Georgia 1049498
1574 10° 06' 10.8159" E 33° 53' 34.8038" N Gabes Tunisia 110075
1575 32° 33' 36.0088" E 29° 57' 36.0038" N Suez Egypt 488125
1576 26° 22' 58.7870" E 46° 56' 24.0143" N Piatra-Neamt Romania 102688
1577 16° 17' 13.2120" E 50° 44' 56.4075" N Walbrzych Poland 127431
1578 43° 04' 40.7869" E 40° 35' 34.7893" N Kars Turkey 77486
1579 10° 44' 06.0087" E 36° 27' 21.6109" N Nabeul Tunisia -999
1580 27° 44' 00.0182" E 46° 37' 59.9843" N Vaslui Romania 69225
1581 31° 05' 49.1939" E 29° 04' 33.6105" N Beni-Suef Egypt -999
1582 14° 04' 51.6158" E 50° 39' 46.7930" N Usti-Nad-Labem Czech-Republic 94105
1583 10° 08' 49.1872" E 36° 23' 59.9859" N Zaghouan Tunisia 16911
1584 26° 55' 30.0121" E 46° 34' 15.6145" N Bacau Romania 171396
1585 10° 38' 09.1549" E 35° 49' 46.3767" N Sousse Tunisia 164123
1586 18° 32' 59.9975" E 54° 31' 59.8946" N Gdynia Poland 253730
1587 44° 31' 57.6312" E 40° 12' 28.9119" N Yerevan Armenia 1093485
1588 23° 41' 18.1619" E 37° 57' 22.6582" N Piraeus Greece 172429
1589 10° 46' 02.2598" E 35° 43' 50.5274" N Monasir Tunisia 71546
1590 25° 31' 26.4012" E 46° 21' 39.5927" N Miercurea-Cuic Romania 41282
1591 20° 30' 10.7978" E 54° 42' 28.8109" N Kaliningrad Russia 434954
1592 17° 01' 58.8156" E 54° 27' 43.1892" N Slupsk Poland 98608
1593 43° 03' 43.2121" E 39° 43' 26.4071" N Agri Turkey 92022
1594 27° 25' 44.4121" E 38° 37' 08.4002" N Manisa Turkey 243971
1595 10° 01' 00.1321" E 35° 42' 00.0108" N Kairouan Tunisia 119794
1596 18° 37' 29.9868" E 54° 21' 57.6110" N Gdansk Poland 461865
1597 25° 47' 34.8047" E 45° 52' 04.7857" N Sfintu-Gheorghe Romania 60677
1598 39° 31' 59.8847" E 39° 07' 00.1198" N Tunceli Turkey 29062
1599 11° 02' 27.1552" E 35° 29' 02.0867" N Mahdia Tunisia -999
1600 19° 24' 17.9980" E 54° 09' 32.4109" N Elblag Poland 127558
1601 25° 36' 39.6121" E 45° 39' 21.6037" N Brasov Romania 276088
1602 20° 29' 31.2049" E 53° 46' 40.7889" N Olsztyn Poland 171803
1603 27° 11' 20.4015" E 45° 42' 03.6036" N Focsani Romania 105112
1604 27° 08' 41.9975" E 38° 25' 58.7889" N Izmir Turkey 2500603
1605 40° 29' 52.8085" E 38° 53' 06.0142" N Bingol Turkey 80568
1606 18° 01' 44.3940" E 53° 06' 43.1893" N Bydgoszcz Poland 366452
1607 16° 52' 00.1284" E 41° 06' 00.0110" N Bari Italy 316532
1608 28° 03' 00.0119" E 45° 25' 59.9952" N Galati Romania 294087
1609 27° 58' 08.4121" E 45° 17' 31.1858" N Braila Romania 213569
1610 18° 36' 39.6050" E 53° 00' 39.5965" N Torun Poland 208717
1611 14° 39' 21.5870" E 41° 33' 46.7965" N Campobasso Italy 50762
1612 26° 49' 22.7906" E 45° 08' 52.7855" N Buzau Romania 130954
1613 26° 08' 20.3904" E 38° 22' 22.8107" N Chios Greece 23953
1614 19° 04' 01.2157" E 52° 38' 49.2108" N Wloclawek Poland 120339
1615 41° 30' 07.1904" E 38° 43' 47.9894" N Mus Turkey 82536
1616 16° 53' 13.1907" E 52° 23' 45.6073" N Poznan Poland 570352
1617 27° 50' 31.2159" E 37° 51' 21.5925" N Aydin Turkey 163022
1618 42° 07' 22.7908" E 38° 23' 38.4001" N Bitlis Turkey -999
1619 14° 15' 00.0879" E 40° 50' 00.0962" N Naples Italy 988972
1620 25° 16' 33.4572" E 54° 41' 18.8268" N Vilnius Lithuania 542366
1621 18° 15' 07.2011" E 52° 12' 00.0001" N Konin Poland 81258
1622 15° 47' 56.3867" E 40° 38' 31.2073" N Potenza Italy 69060
1623 25° 08' 02.4120" E 35° 20' 16.7853" N Iraklion Greece 137154
1624 22° 56' 24.0046" E 54° 06' 10.7859" N Suwalki Poland 69222
1625 18° 04' 58.7939" E 51° 45' 28.8034" N Kalisz Poland 108759
1626 41° 55' 58.7941" E 37° 56' 38.4000" N Siirt Turkey 114034
1627 23° 50' 27.6014" E 53° 40' 19.2143" N Hrodna Belarus 317365
1628 17° 02' 16.7980" E 51° 07' 19.1926" N Wroclaw Poland 634893
1629 16° 35' 27.5867" E 38° 54' 14.4107" N Catanzaro Italy 95251
1630 23° 09' 32.3942" E 53° 07' 47.9892" N Bialystok Poland 291855
1631 40° 13' 51.5980" E 37° 54' 50.4105" N Diyarbakir Turkey 644763
1632 13° 21' 32.3905" E 38° 07' 15.6107" N Palermo Italy 672175
1633 23° 42' 10.8123" E 52° 05' 45.5857" N Brest Belarus 300715
1634 23° 39' 10.7978" E 37° 56' 38.4000" N Athens Greece 729137
1635 40° 45' 00.0085" E 37° 18' 28.7891" N Mardin Turkey 71373
1636 17° 55' 40.8013" E 50° 40' 12.0000" N Opole Poland 127676
1637 23° 07' 37.2118" E 52° 01' 47.9964" N Biala-Podlaska Poland 57541
1638 40° 46' 01.2120" E 36° 29' 34.8073" N Al-Hasakah Syria -999
1639 25° 25' 00.1285" E 41° 07' 59.8908" N Komatini Greece -999
1640 22° 34' 40.8119" E 51° 14' 31.2145" N Lublin Poland 360044
1641 23° 29' 45.6122" E 51° 07' 58.7855" N Chelm Poland 68043
1642 14° 30' 14.4160" E 35° 54' 46.7893" N Valletta Malta 6794
1643 40° 09' 14.4157" E 35° 20' 09.5929" N Dayr-az-Zawr Syria 242565
1644 25° 34' 04.8052" E 41° 56' 09.6144" N Kurdzhali Bulgaria -999
1645 19° 28' 33.6013" E 51° 46' 40.7964" N Lodz Poland 768755
1646 23° 15' 35.9870" E 50° 43' 33.5929" N Zamosc Poland 66034
1647 27° 13' 33.5979" E 41° 44' 34.7967" N Kirklareli Turkey 58223
1648 18° 43' 58.7872" E 51° 35' 45.6038" N Sieradz Poland 44436
1649 26° 33' 43.1906" E 41° 40' 55.1892" N Edirne Turkey 126470
1650 43° 24' 32.3943" E 38° 29' 20.4145" N Van Turkey 371713
1651 30° 30' 07.5866" E 50° 26' 53.3726" N Kyiv Ukraine 2514227
1652 11° 20' 02.3903" E 44° 30' 10.8075" N Bologna Italy 371217
1653 27° 30' 59.9881" E 40° 59' 04.9021" N Tekirdag Turkey 122287
1654 43° 45' 03.5942" E 37° 34' 04.7926" N Hakkari Turkey 77699
1655 43° 00' 00.0087" E 36° 52' 00.1202" N Dahuk Iraq -999
1656 28° 39' 46.8087" E 50° 15' 07.2144" N Zhytomyra Ukraine 282192
1657 22° 47' 59.9903" E 40° 37' 47.9857" N Thessaloniki Greece 354290
1658 19° 07' 08.3904" E 50° 48' 36.0143" N Czestochowa Poland 248125
1659 12° 27' 59.9956" E 43° 54' 59.9797" N San-Marino San-Marino 29000
1660 23° 27' 10.8046" E 40° 22' 51.6073" N Polygyros Greece 5258
1661 32° 04' 51.6157" E 49° 26' 38.4075" N Cherkasy Ukraine 297568
1662 26° 24' 50.4050" E 40° 09' 18.0108" N Canakkale Turkey 87791
1663 13° 30' 57.6082" E 43° 37' 15.6071" N Ancona Italy 100507
1664 22° 04' 51.5867" E 53° 10' 19.2003" N Lomza Poland 63723
1665 43° 08' 13.6547" E 36° 20' 08.0340" N Al-Mawsil Iraq 1739800
1666 28° 28' 55.2121" E 49° 13' 58.7892" N Vinnytsya Ukraine 352115
1667 27° 52' 58.7976" E 39° 38' 52.7891" N Balikesir Turkey 238151
1668 12° 23' 05.9979" E 43° 06' 46.7889" N Perugia Italy 149125
1669 21° 34' 04.7867" E 53° 04' 48.0075" N Ostroleca Poland 53740
1670 44° 00' 57.6123" E 36° 10' 47.9998" N Arbil Iraq 932800
