NO LON-DEG LON-MIN LON-SEC LON-EW LAT-DEG LAT-MIN LAT-SEC LAT-NS CITY_NAME CNTRY_NAME POP
1013 0° 17' 23.9917" W 27° 52' 04.7857" N Adrar Algeria -999
1014 98° 31' 28.4689" W 29° 25' 47.7084" N San-Antonio United-States 1256810
1015 2° 15' 46.7844" W 12° 57' 14.3894" N Yako Burkina-Faso 22904
1016 71° 13' 44.3880" W 18° 48' 25.2108" N San-Juan Dominican-Republic -999
1017 8° 09' 36.0098" W 27° 42' 00.0072" N Tindouf Algeria -999
1018 11° 24' 14.3949" W 16° 37' 01.1894" N Kiffa Mauritania -999
1019 100° 19' 01.1876" W 25° 40' 37.2000" N Monterrey Mexico 1122874
1020 71° 25' 19.2057" W 18° 28' 44.3928" N Neiba Dominican-Republic 18670
1021 1° 17' 34.8094" W 12° 34' 37.1856" N Ziniare Burkina-Faso 12703
1022 13° 29' 49.2095" W 16° 09' 07.2109" N Kaedi Mauritania -999
1023 100° 59' 38.4130" W 25° 25' 04.7930" N Saltillo Mexico 621250
1024 1° 40' 12.0132" W 12° 28' 48.0109" N Ouagadougou Burkina-Faso 1086505
1025 12° 10' 33.6025" W 15° 09' 39.6143" N Selibabi Mauritania -999
1026 70° 43' 44.4061" W 18° 27' 14.3858" N Azua Dominican-Republic 59139
1027 99° 08' 20.3844" W 23° 44' 20.4108" N Ciudad-Victoria Mexico 269923
1028 11° 25' 44.4024" W 14° 26' 56.3854" N Kayes Mali 97464
1029 2° 28' 01.0008" W 12° 20' 00.5715" N Reo Burkina-Faso 37535
1030 70° 19' 51.6128" W 18° 16' 47.9961" N Bani Dominican-Republic 66709
1031 102° 17' 24.0130" W 21° 53' 16.7997" N Aguascalientes Mexico 658179
1032 15° 10' 00.1223" W 11° 13' 00.1198" N Catio Guinea-Bissau 9898
1033 71° 05' 59.9988" W 18° 12' 28.7963" N Barahona Dominican-Republic -999
1034 14° 17' 49.2129" W 10° 56' 20.3857" N Boke Guinea 15460
1035 2° 21' 50.4093" W 12° 14' 56.3997" N Koudougou Burkina-Faso 87347
1036 104° 53' 49.1914" W 21° 30' 28.8070" N Tepic Mexico 280592
1037 70° 10' 38.6101" W 18° 14' 18.1786" N Punta-Palenque Dominican-Republic -999
1038 101° 15' 50.4130" W 21° 01' 12.0146" N Guanajuato Mexico 78364
1039 11° 44' 02.4058" W 7° 58' 04.7895" N Bo Sierra-Leone 174354
1040 1° 20' 02.3917" W 12° 03' 50.3855" N Kombissiri Burkina-Faso 30137
1041 103° 20' 38.4095" W 20° 40' 26.3966" N Guadalajara Mexico 1640589
1042 69° 50' 49.2057" W 19° 22' 33.6036" N Nagua Dominican-Republic 33862
1043 11° 22' 00.1297" W 6° 44' 59.9998" N Robertsport Liberia 11969
1044 0° 01' 40.7953" W 14° 02' 02.3893" N Dori Burkina-Faso 37806
1045 103° 44' 05.9951" W 19° 15' 03.5998" N Colima Mexico 127235
1046 13° 02' 34.7918" W 10° 54' 18.0110" N Telimele Guinea 30311
1047 13° 33' 07.2058" W 10° 22' 40.7964" N Fria Guinea -999
1048 1° 05' 16.8022" W 13° 05' 16.7926" N Kaya Burkina-Faso 39229
1049 70° 15' 14.3990" W 19° 18' 03.6143" N San-Francisco-De-Macoris Dominican-Republic 124763
1050 97° 50' 33.4559" W 22° 14' 35.6606" N Tampico Mexico 309003
1051 90° 31' 33.5844" W 19° 51' 17.9961" N Campeche Mexico 205212
1052 14° 02' 34.7878" W 10° 11' 06.0108" N Boffa Guinea 2332
1053 0° 08' 16.7880" W 12° 58' 08.3999" N Bogande Burkina-Faso 9854
1054 69° 19' 55.2133" W 19° 12' 43.2110" N Samana Dominican-Republic -999
1055 12° 51' 57.6132" W 10° 03' 17.9930" N Kindia Guinea 117062
1056 96° 54' 10.7988" W 19° 31' 58.7892" N Jalapa Mexico 425148
1057 0° 34' 08.3917" W 12° 39' 25.1895" N Boulsa Burkina-Faso 17489
1058 13° 40' 19.1950" W 9° 32' 59.9965" N Conakry Guinea 1767200
1059 98° 14' 13.1917" W 19° 18' 36.0143" N Tlaxcala Mexico 84670
1060 70° 09' 07.2097" W 19° 03' 32.4108" N Cotui Dominican-Republic 41641
1061 13° 05' 52.7881" W 9° 25' 48.0073" N Forecariah Guinea 12358
1062 0° 36' 39.6021" W 12° 14' 34.7892" N Zorgo Burkina-Faso 23892
1063 0° 21' 21.6132" W 12° 10' 37.1999" N Koupela Burkina-Faso 32052
1064 12° 02' 38.3917" W 8° 52' 51.6073" N Makeni Sierra-Leone 87679
1065 7° 26' 34.8014" E 10° 31' 08.4071" N Kaduna Nigeria 1582102
1066 98° 11' 34.5935" W 19° 02' 55.0858" N Puebla Mexico 1392099
1067 69° 47' 02.4059" W 18° 48' 25.2108" N Monte-Plata Dominican-Republic 15532
1068 0° 21' 32.4021" W 11° 46' 26.3926" N Tenkodogo Burkina-Faso 37658
1069 13° 14' 20.3989" W 8° 29' 09.6035" N Freetown Sierra-Leone 802639
1070 6° 33' 10.7976" E 9° 36' 28.8145" N Minna Nigeria 291905
1071 12° 24' 03.6026" W 11° 04' 47.9965" N Pita Guinea 20052
1072 1° 03' 53.9877" W 11° 39' 43.2069" N Manga Burkina-Faso 15173
1073 7° 15' 22.9871" E 9° 03' 26.1610" N Abuja Nigeria 162135
1074 12° 16' 19.2134" W 10° 39' 21.5998" N Dalaba Guinea -999
1075 9° 34' 40.7914" W 5° 27' 53.9928" N Rivercess Liberia -999
1076 12° 05' 31.2132" W 10° 22' 26.4110" N Mamou Guinea 41619
1077 92° 56' 13.1878" W 17° 58' 33.5892" N Villahermosa Mexico 362401
1078 69° 53' 56.4132" W 18° 29' 20.3892" N Santo-Domingo Dominican-Republic 2201941
1079 6° 44' 13.2159" E 7° 48' 32.4109" N Lokoja Nigeria 60579
1080 9° 02' 13.1949" W 5° 00' 28.7856" N Greenville Liberia -999
1081 96° 42' 50.3986" W 17° 03' 43.2071" N Oaxaca Mexico 262566
1082 7° 29' 31.1867" E 6° 27' 03.6069" N Enugu Nigeria 688862
1083 17° 04' 00.2485" W 20° 54' 00.1874" N Nouadhibou Mauritania 72337
1084 70° 06' 32.4022" W 18° 24' 57.5929" N San-Cristobal Dominican-Republic -999
1085 6° 04' 44.3840" W 4° 57' 03.5963" N Sassandra Cote-d'Ivoire 23274
1086 5° 37' 33.5979" E 6° 20' 20.3890" N Benin-City Nigeria 1125058
1087 93° 06' 32.3845" W 16° 44' 38.3856" N Tuxtla-Gutierrez Mexico 481128
1088 13° 02' 59.9988" W 20° 30' 39.5999" N Atar Mauritania -999
1089 69° 15' 25.1913" W 18° 45' 50.4038" N Hato-Mayor Dominican-Republic 0
1090 6° 44' 24.0047" E 6° 11' 34.7964" N Asaba Nigeria 73374
1091 8° 10' 00.1152" W 4° 47' 59.9890" N Barclayville Liberia -999
1092 69° 02' 06.0128" W 18° 45' 50.4038" N El-Seibo Dominican-Republic -999
1093 14° 23' 27.5987" W 19° 44' 49.1964" N Akjoujt Mauritania -999
1094 7° 04' 04.7906" E 6° 12' 54.0145" N Awka Nigeria 167738
1095 6° 38' 13.1845" W 4° 45' 43.1967" N San-Pedro Cote-d'Ivoire -999
1096 7° 58' 58.8014" E 16° 59' 38.3926" N Agadez Niger -999
1097 96° 07' 22.7877" W 19° 11' 06.0111" N Veracruz Mexico 568313
1098 68° 42' 28.7913" W 18° 36' 57.5854" N Higuey Dominican-Republic -999
1099 5° 15' 57.5975" E 14° 53' 27.6143" N Tahoua Niger 80425
1100 11° 25' 51.5954" W 18° 33' 28.8002" N Tidjikdja Mauritania -999
1101 7° 21' 25.1841" W 4° 24' 57.6109" N Tabou Cote-d'Ivoire 17134
1102 7° 42' 50.3950" W 4° 23' 09.5893" N Harper Liberia 32661
1103 13° 54' 32.3846" W 17° 03' 28.7889" N Aleg Mauritania -999
1104 2° 07' 12.0157" E 13° 30' 50.4145" N Niamey Niger 774235
1105 6° 24' 32.3950" W 10° 28' 51.6143" N Tingrela Cote-d'Ivoire -999
1106 100° 58' 47.9990" W 22° 09' 07.1892" N San-Luis-Potosi Mexico 677704
1107 69° 18' 28.8023" W 18° 27' 21.6110" N San-Pedro-De-Macoris Dominican-Republic 217899
1108 16° 55' 26.3842" W 14° 48' 17.9999" N Thies Senegal 252320
1109 6° 29' 20.3989" W 9° 31' 19.2000" N Boundiali Cote-d'Ivoire 38878
1110 5° 14' 45.6052" E 13° 03' 25.2073" N Sokoto Nigeria 563861
1111 100° 23' 13.1950" W 20° 34' 58.7997" N Queretaro Mexico 611785
1112 3° 12' 14.4016" E 13° 02' 49.2108" N Dosso Niger 49750
1113 68° 58' 04.7948" W 18° 25' 33.5894" N La-Romana Dominican-Republic 208437
1114 7° 34' 37.2023" W 9° 30' 32.4147" N Odienne Cote-d'Ivoire 49857
1115 98° 45' 18.0057" W 20° 07' 12.0142" N Pachuca Mexico 319581
1116 17° 27' 07.1953" W 14° 41' 13.2036" N Dakar Senegal 2476400
1117 5° 38' 41.9914" W 9° 26' 45.6142" N Korhogo Cote-d'Ivoire 167359
1118 4° 11' 49.1906" E 12° 27' 18.0034" N Birnin-Kebbi Nigeria 108164
1119 1° 47' 45.6159" E 12° 04' 37.2037" N Diapaga Burkina-Faso 26013
1120 76° 31' 19.1843" W 3° 27' 25.1967" N Cali Colombia 2392877
1121 101° 11' 06.0061" W 19° 41' 49.2146" N Morelia Mexico 592797
1122 9° 44' 59.9880" W 8° 25' 00.1238" N Voinjama Liberia -999
1123 11° 11' 06.0059" W 7° 52' 37.1926" N Kenema Sierra-Leone 143137
1124 0° 21' 39.5974" E 12° 03' 17.9856" N Fada-Ngourma Burkina-Faso 33910
1125 76° 36' 14.4134" W 2° 25' 12.0037" N Popayan Colombia -999
1126 99° 07' 39.2687" W 19° 25' 37.3767" N Mexico-City Mexico 11285654
1127 8° 49' 04.8059" W 7° 45' 18.0110" N Nzerekore Guinea 132728
1128 9° 15' 36.0020" W 7° 33' 46.7892" N Yomou Guinea 3614
1129 19° 07' 11.9869" E 17° 55' 47.9928" N Faya Chad 13400
1130 99° 40' 00.1261" W 19° 16' 58.8144" N Toluca Mexico 505881
1131 75° 36' 54.0097" W 1° 36' 21.5856" N Florencia Colombia 130337
1132 15° 19' 01.2048" E 14° 07' 19.1961" N Mao Chad 18031
1133 8° 41' 05.9986" W 7° 22' 15.6002" N Sanniquellie Liberia -999
1134 14° 43' 00.1251" E 13° 27' 57.5929" N Bol Chad -999
1135 99° 13' 15.6129" W 18° 55' 15.5895" N Cuernavaca Mexico 343769
1136 12° 37' 00.1357" E 13° 19' 00.1093" N Diffa Niger 27948
1137 77° 16' 22.8025" W 1° 12' 50.4035" N Pasto Colombia 382236
1138 9° 28' 59.8785" W 7° 00' 00.0075" N Gbarnga Liberia 45835
1139 76° 37' 08.3917" W 1° 08' 56.4106" N Mocoa Colombia 22035
1140 15° 14' 26.9714" E 12° 06' 14.8897" N Ndjamena Chad 721081
1141 99° 30' 03.6093" W 17° 33' 07.1925" N Chilpancingo-De-Los-Bravo Mexico 165250
1142 10° 20' 56.4025" W 6° 31' 33.5962" N Kakata Liberia -999
1143 77° 43' 55.2021" W 0° 49' 19.1892" N Tulcan Ecuador -999
1144 13° 09' 39.5903" E 11° 51' 03.6071" N Maiduguri Nigeria 1112449
1145 99° 55' 53.3984" W 16° 58' 27.7609" N Acapulco Mexico 652136
1146 10° 36' 00.0060" W 6° 25' 59.8763" N Bentol Liberia -999
1147 78° 07' 51.5912" W 0° 21' 46.7890" N Ibarra Ecuador 108666
1148 90° 22' 19.1877" W 15° 28' 15.6001" N Coban Guatemala 53375
1149 11° 57' 57.6158" E 11° 44' 56.3857" N Damaturu Nigeria 255895
1150 73° 21' 43.1879" W 5° 32' 49.1891" N Tunja Colombia 117479
1151 10° 02' 38.3985" W 5° 52' 58.8105" N Buchanan Liberia 25731
1152 16° 22' 40.8083" E 6° 18' 57.6072" N Bozoum Central-African-Republic 40201
1153 91° 28' 01.1987" W 15° 19' 01.2034" N Huehuetenango Guatemala 79426
1154 10° 47' 49.2097" W 6° 18' 03.5961" N Monrovia Liberia 939524
1155 75° 31' 04.8024" W 5° 04' 01.2001" N Manizales Colombia 357814
1156 15° 35' 34.8159" E 5° 55' 58.7929" N Bouar Central-African-Republic 28581
1157 11° 06' 32.3879" W 10° 44' 52.7926" N Dabola Guinea 13057
1158 18° 33' 44.4505" E 4° 21' 57.0781" N Bangui Central-African-Republic 542393
1159 75° 40' 01.1845" W 4° 46' 58.7855" N Pereira Colombia 440118
1160 9° 53' 31.1953" W 10° 39' 10.8109" N Kouroussa Guinea 14223
1161 91° 07' 59.8717" W 15° 01' 59.8909" N Santa-Cruz-Del-Quiche Guatemala 23618
1162 21° 10' 47.9905" E 4° 19' 12.0000" N Mobaye Central-African-Republic 19431
1163 9° 18' 21.5984" W 10° 23' 02.4075" N Kankan Guinea 114009
1164 75° 41' 52.8025" W 4° 31' 51.5855" N Armenia Colombia 315328
1165 10° 44' 34.8092" W 10° 02' 20.3854" N Faranah Guinea 9350
1166 17° 59' 38.3906" E 3° 51' 57.6145" N Mbaiki Central-African-Republic 67132
1167 91° 47' 59.9985" W 14° 57' 57.6036" N San-Marcos Guatemala 25088
1168 9° 00' 50.4131" W 9° 15' 53.9854" N Kerouane Guinea 7228
1169 75° 14' 38.3843" W 4° 26' 27.5857" N Ibague Colombia 421685
1170 18° 00' 00.0011" E 1° 35' 59.5212" N Impfondo Congo 20859
1171 91° 21' 28.8025" W 14° 54' 50.3961" N Totonicapan Guatemala 69734
1172 73° 38' 23.9914" W 4° 08' 59.9963" N Villavicencio Colombia 321717
1173 18° 15' 21.5871" E 0° 02' 52.7891" N Mbandaka Congo;-DRC 184185
1174 91° 30' 00.0098" W 14° 49' 59.8656" N Quezaltenango Guatemala -999
1175 75° 17' 02.4023" W 2° 55' 44.3856" N Neiva Colombia 352855
1176 10° 06' 46.8095" W 9° 11' 13.2072" N Kissidougou Guinea 47099
1177 91° 10' 58.7841" W 14° 46' 22.7853" N Solola Guatemala 45373
1178 13° 41' 06.0155" E 4° 34' 29.9889" N Bertoua Cameroon 218111
1179 8° 39' 25.2022" W 8° 41' 13.1925" N Beyla Guinea -999
1180 10° 09' 03.6024" W 8° 33' 14.3858" N Gueckedou Guinea -999
1181 74° 04' 49.8419" W 4° 37' 48.7955" N Bogota Colombia 7102602
1182 91° 40' 37.2526" W 14° 32' 13.5491" N Retalhuleu Guatemala 36656
1183 15° 47' 06.0049" E 4° 14' 56.3967" N Berberati Central-African-Republic 61815
1184 9° 28' 15.5881" W 8° 32' 31.1964" N Macenta Guinea 43102
1185 7° 41' 02.4061" W 8° 16' 47.9999" N Touba Cote-d'Ivoire 27504
1186 91° 30' 01.3055" W 14° 32' 03.1487" N Mazatenango Guatemala 44132
1187 7° 37' 00.1188" W 7° 43' 59.8945" N Biankouma Cote-d'Ivoire 22868
1188 74° 48' 21.6057" W 10° 59' 02.3856" N Barranquilla Colombia 1380425
1189 11° 30' 50.3905" E 3° 51' 53.9858" N Yaounde Cameroon 1299369
1190 90° 18' 50.4025" W 15° 06' 10.7963" N Salama Guatemala -999
1191 7° 32' 34.7953" W 7° 24' 18.0071" N Man Cote-d'Ivoire 139341
1192 90° 01' 00.1332" W 14° 50' 59.9998" N El-Progreso Guatemala 7350
1193 16° 02' 23.9944" E 3° 31' 15.5930" N Nola Central-African-Republic 26809
1194 8° 09' 14.3986" W 7° 15' 39.6075" N Danane Cote-d'Ivoire 53808
1195 90° 49' 11.9949" W 14° 39' 43.1967" N Chimaltenango Guatemala 82370
1196 73° 15' 03.5987" W 10° 28' 01.2003" N Valledupar Colombia 308237
1197 7° 28' 59.8859" W 7° 01' 00.1094" N Bangolo Cote-d'Ivoire 17712
1198 75° 32' 02.4093" W 10° 24' 50.3963" N Cartagena Colombia 952024
1199 7° 20' 09.5952" W 6° 44' 31.1963" N Duekoue Cote-d'Ivoire 47198
1200 90° 31' 29.6317" W 14° 37' 04.8254" N Guatemala Guatemala 994938
1201 11° 19' 48.0050" E 2° 09' 10.7926" N Ebebiyin Equatorial-Guinea 24831
1202 7° 28' 59.8859" W 6° 33' 00.0073" N Guiglo Cote-d'Ivoire 39134
1203 75° 23' 31.2020" W 9° 18' 25.1964" N Sincelejo Colombia 261187
1204 90° 43' 59.8861" W 14° 34' 00.1129" N Antigua-Guatemala Guatemala 39368
1205 90° 46' 55.2026" W 14° 18' 10.7928" N Escuintla Guatemala 103165
1206 8° 07' 59.8786" W 6° 04' 00.1273" N Zwedru Liberia 25678
1207 11° 18' 39.6085" E 1° 37' 22.7891" N Mongomo Equatorial-Guinea 6393
1208 75° 52' 55.1881" W 8° 45' 25.2000" N Monteria Colombia 272420
1209 90° 17' 52.7949" W 14° 16' 44.4145" N Cuilapa Guatemala 16484
1210 6° 11' 16.8130" W 8° 03' 14.4033" N Mankono Cote-d'Ivoire 19095
1211 16° 03' 18.0049" E 1° 36' 17.9891" N Ouesso Congo 23915
1212 78° 08' 14.1418" W 8° 23' 52.3106" N La-Palma Panama 1845
1213 6° 39' 57.6096" W 7° 57' 35.9854" N Seguela Cote-d'Ivoire 51157
1214 83° 41' 16.8097" W 22° 25' 30.0108" N Pinar-Del-Rio Cuba 186990
1215 11° 34' 44.4155" E 1° 35' 52.8143" N Oyem Gabon 30870
1216 6° 02' 59.9917" W 7° 26' 05.9965" N Zuenoula Cote-d'Ivoire 34435
1217 75° 35' 31.1952" W 6° 14' 27.5858" N Medellin Colombia 1999979
1218 79° 57' 57.5953" W 22° 24' 50.3857" N Santa-Clara Cuba 250512
1219 6° 28' 58.7878" W 7° 22' 22.7926" N Vavoua Cote-d'Ivoire 31250
1220 76° 39' 14.3951" W 5° 41' 27.5893" N Quibdo Colombia 75104
1221 12° 51' 25.2156" E 0° 33' 43.1856" N Makokou Gabon 13571
1222 80° 26' 38.3913" W 22° 08' 59.9962" N Cienfuegos Cuba 186644
1223 5° 44' 52.8093" W 6° 58' 40.7894" N Bouafle Cote-d'Ivoire 60962
1224 71° 38' 13.2093" W 10° 38' 42.0075" N Maracaibo Venezuela 2225000
1225 14° 19' 40.8012" E 10° 35' 34.8000" N Maroua Cameroon 319941
1226 79° 26' 34.7988" W 21° 56' 09.5891" N Sancti-Spiritus Cuba 127069
1227 6° 26' 45.5914" W 6° 52' 55.2106" N Daloa Cote-d'Ivoire 215652
1228 5° 54' 43.2025" W 6° 37' 04.7890" N Sinfra Cote-d'Ivoire 59919
1229 70° 25' 55.2062" W 9° 22' 30.0109" N Trujillo Venezuela 38110
1230 15° 22' 15.6047" E 10° 16' 26.4141" N Bongor Chad 27770
1231 82° 47' 56.4024" W 21° 53' 06.0109" N Nueva-Gerona Cuba 20264
1232 6° 35' 16.7987" W 6° 29' 06.0145" N Issia Cote-d'Ivoire 1937
1233 5° 52' 19.1845" W 6° 08' 45.6035" N Gagnoa Cote-d'Ivoire 123184
1234 16° 18' 18.0119" E 9° 23' 42.0038" N Lai Chad 19382
1235 71° 08' 56.3841" W 8° 36' 03.6109" N Merida Venezuela 300000
1236 78° 45' 46.7845" W 21° 50' 27.6075" N Ciego-De-Avila Cuba 142027
1237 5° 40' 58.7843" W 5° 50' 52.8071" N Lakota Cote-d'Ivoire 38055
1238 81° 22' 59.9796" W 19° 17' 59.9857" N George-Town Cayman-Is. 29370
1239 6° 36' 10.8097" W 5° 46' 55.1856" N Soubre Cote-d'Ivoire 58492
1240 13° 23' 41.9904" E 9° 17' 52.7964" N Garoua Cameroon 436899
1241 72° 30' 10.8021" W 7° 53' 27.6072" N Cucuta Colombia 721398
1242 63° 39' 03.5881" W 44° 40' 47.9854" N Halifax Canada 359111
1243 4° 17' 31.2021" W 11° 10' 40.7998" N Bobo-Dioulasso Burkina-Faso 360106
1244 12° 27' 54.0013" E 9° 14' 20.4141" N Yola Nigeria 96006
1245 4° 54' 28.7878" W 10° 58' 26.3892" N Orodara Burkina-Faso 18632
1246 11° 22' 08.3944" E 8° 53' 02.3962" N Jalingo Nigeria 117757
1247 72° 13' 40.7881" W 7° 45' 54.0075" N San-Cristobal Venezuela 246583
1248 64° 46' 44.9927" W 32° 17' 20.5080" N Hamilton Bermuda 902
1249 3° 14' 52.8021" W 10° 57' 07.2038" N Diebougou Burkina-Faso 12732
1250 4° 45' 28.8092" W 10° 37' 37.2075" N Banfora Burkina-Faso 60288
1251 16° 51' 03.5902" E 8° 38' 59.9961" N Doba Chad 24336
1252 73° 07' 11.9843" W 7° 06' 46.7891" N Bucaramanga Colombia 571820
1253 3° 10' 26.4092" W 10° 19' 29.9930" N Gaoua Burkina-Faso -999
1254 84° 13' 15.6021" W 10° 00' 57.6036" N Alajuela Costa-Rica 47494
1255 70° 45' 28.7984" W 7° 04' 44.4143" N Arauca Colombia 69264
1256 84° 07' 12.0094" W 9° 59' 31.1925" N Heredia Costa-Rica 21947
1257 16° 05' 22.9396" E 8° 33' 13.9968" N Moundou Chad 135167
1258 5° 12' 07.1988" W 9° 35' 38.3999" N Ferkessedougou Cote-d'Ivoire 62008
1259 2° 59' 31.1845" W 9° 16' 08.4035" N Bouna Cote-d'Ivoire 23570
1260 67° 38' 05.9984" W 5° 39' 57.6145" N Puerto-Ayacucho Venezuela 52526
1261 83° 01' 48.0130" W 9° 59' 24.0002" N Puerto-Limon Costa-Rica 63081
1262 68° 44' 45.5842" W 10° 20' 09.5853" N San-Felipe Venezuela 76766
1263 13° 35' 02.3905" E 7° 19' 26.4073" N Ngaoundere Cameroon 231357
1264 3° 09' 57.6058" W 7° 47' 52.7858" N Tanda Cote-d'Ivoire 20161
1265 84° 04' 43.0341" W 9° 55' 49.7067" N San-Jose Costa-Rica 335007
1266 20° 16' 59.8811" E 11° 01' 59.8730" N Am-Timan Chad 28885
1267 67° 35' 38.3845" W 10° 14' 41.9890" N Maracay Venezuela -999
1268 3° 12' 07.2057" W 7° 07' 40.8001" N Agnibilekrou Cote-d'Ivoire 43061
1269 83° 55' 15.6133" W 9° 51' 25.1928" N Cartago Costa-Rica 26594
1270 68° 00' 10.8023" W 10° 10' 40.8038" N Valencia Venezuela 1385083
1271 18° 23' 45.6014" E 9° 08' 49.1892" N Sarh Chad 102528
1272 5° 16' 58.7987" W 6° 49' 04.8143" N Yamoussoukro Cote-d'Ivoire 194530
1273 82° 14' 57.7988" W 9° 20' 02.0723" N Bocas-del-Toro Panama -999
1274 69° 20' 20.3882" W 10° 03' 57.5853" N Barquisimeto Venezuela 809490
1275 20° 39' 03.6156" E 8° 24' 35.9856" N Ndele Central-African-Republic 11764
1276 4° 42' 18.0058" W 6° 38' 38.3930" N Dimbokro Cote-d'Ivoire 67349
1277 68° 35' 23.9951" W 9° 39' 28.7962" N San-Carlos Venezuela 77192
1278 19° 10' 00.1104" E 7° 00' 00.0075" N Kaga-Bandoro Central-African-Republic 56520
1279 82° 25' 51.5985" W 8° 25' 40.7855" N David Panama 82859
1280 5° 01' 08.4092" W 6° 33' 07.2003" N Toumodi Cote-d'Ivoire 39005
1281 69° 44' 59.9989" W 9° 02' 38.4034" N Guanare Venezuela 112286
1282 5° 25' 26.4095" W 6° 22' 33.5854" N Oume Cote-d'Ivoire 52070
1283 21° 59' 38.4085" E 6° 32' 16.7857" N Bria Central-African-Republic 29027
1284 70° 01' 33.6094" W 12° 31' 30.0108" N Oranjestad Aruba 29998
1285 4° 49' 19.2061" W 5° 52' 37.2000" N Tiassale Cote-d'Ivoire 35090
1286 70° 12' 35.9950" W 8° 37' 48.0038" N Barinas Venezuela -999
1287 17° 27' 17.9871" E 6° 29' 27.5928" N Bossangoa Central-African-Republic 27428
1288 72° 24' 21.5953" W 5° 20' 49.1965" N Yopal Colombia 61029
1289 5° 21' 36.0131" W 5° 50' 20.4071" N Divo Cote-d'Ivoire 127867
1290 19° 05' 59.9940" E 5° 46' 00.1058" N Sibut Central-African-Republic 34267
1291 67° 52' 00.1046" W 3° 52' 58.7858" N Puerto-Inirida Colombia 7298
1292 68° 58' 13.9967" W 12° 08' 19.6296" N Willemstad Netherlands-Antilles 125000
1293 4° 25' 11.9953" W 8° 21' 25.2143" N Dabakala Cote-d'Ivoire 13717
1294 20° 40' 15.6086" E 5° 45' 32.4038" N Bambari Central-African-Republic 32547
1295 72° 34' 47.9844" W 2° 34' 51.6074" N San-Jose-Del-Guavuare Colombia 22136
1296 72° 53' 52.8059" W 11° 33' 07.2142" N Riohacha Colombia 92431
1297 5° 06' 28.8131" W 8° 08' 38.4037" N Katiola Cote-d'Ivoire 59641
1298 5° 01' 51.5986" W 7° 41' 16.7930" N Bouake Cote-d'Ivoire 567481
1299 8° 58' 15.6085" E 33° 41' 23.9890" N Kebili Tunisia 19875
1300 69° 40' 40.7985" W 11° 24' 10.7999" N Coro Venezuela 195227
1301 70° 13' 15.5879" W 1° 15' 57.6110" N Mitu Colombia 5917
1302 5° 34' 33.6132" W 7° 40' 08.3966" N Beoumi Cote-d'Ivoire 23053
1303 4° 27' 39.6093" W 7° 28' 12.0000" N Mbahiakro Cote-d'Ivoire -999
1304 10° 25' 00.1178" E 33° 23' 59.9961" N Medemine Tunisia -999
1305 80° 57' 53.9948" W 8° 06' 03.5962" N Santiago Panama 45355
1306 5° 17' 38.3916" W 7° 27' 03.6035" N Sakassou Cote-d'Ivoire 15068
1307 79° 24' 45.4809" W 43° 43' 14.7610" N Toronto Canada 4612191
1308 3° 57' 32.4022" W 7° 03' 07.2144" N Daoukro Cote-d'Ivoire 40175
1309 78° 50' 54.3574" W 42° 53' 55.1832" N Buffalo United-States 14283
1310 10° 28' 00.1323" E 33° 00' 00.0111" N Tataouine Tunisia 62577
1311 3° 29' 24.0056" W 6° 43' 37.1858" N Abengourou Cote-d'Ivoire 104020
1312 80° 26' 05.9913" W 7° 58' 48.0105" N Chitre Panama 43966
1313 5° 20' 31.2155" E 31° 57' 46.7859" N Ghardina Algeria -999
1314 80° 16' 37.2092" W 7° 45' 57.6034" N Las-Tablas Panama 8570
1315 83° 04' 44.1397" W 42° 23' 39.5517" N Detroit United-States 951270
1316 4° 12' 00.0093" W 6° 39' 00.0036" N Bongouanou Cote-d'Ivoire 34405
1317 3° 51' 50.3878" W 6° 05' 52.8142" N Adzope Cote-d'Ivoire 61884
1318 81° 43' 39.0206" W 41° 23' 26.5954" N Cleveland United-States 12763
1319 9° 49' 06.0684" E 30° 08' 18.9492" N Ghadamis Libya -999
1320 84° 49' 59.8713" W 11° 11' 59.9857" N San-Carlos Nicaragua 13451
1321 85° 26' 13.1988" W 10° 37' 33.6110" N Liberia Costa-Rica 45380
1322 4° 13' 19.1952" W 5° 55' 37.2145" N Agboville Cote-d'Ivoire 81770
1323 2° 31' 47.9978" E 27° 11' 59.9931" N In-Salah Algeria -999
1324 79° 59' 49.5047" W 40° 29' 49.9237" N Pittsburgh United-States 319494
1325 1° 08' 05.9951" W 11° 10' 08.3998" N Po Burkina-Faso 17924
1326 84° 50' 34.7990" W 9° 58' 08.4107" N Puntarenas Costa-Rica 35650
1327 2° 05' 52.7953" W 11° 05' 38.4105" N Leo Burkina-Faso 26884
1328 82° 59' 34.7844" W 40° 02' 41.9859" N Columbus United-States 20823
1329 5° 33' 00.0121" E 22° 49' 48.0111" N Tamanrasset Algeria 73128
1330 2° 50' 02.4047" E 36° 28' 51.5857" N Blida Algeria -999
1331 78° 57' 35.4693" W 9° 32' 35.5669" N El-Porvenir Panama 10
1332 0° 52' 00.1188" W 10° 46' 00.1203" N Bolgatanga Ghana 54430
1333 77° 20' 23.9877" W 25° 04' 01.1926" N Nassau The-Bahamas 227940
1334 3° 53' 49.2012" E 36° 22' 51.5894" N Bouira Algeria -999
1335 79° 53' 43.2549" W 9° 21' 18.4070" N Colon Panama 76643
