ID,CITY_NAME,CNTRY_NAME,STATUS,FIPS_CNTRY,POP,POP_RANK,POP_CLASS
1675,Chisinau,Moldova,National capital,MD,635994,3,500;000 to 999;999
1676,Drobeta- Turmu Sererin,Romania,Provincial capital,RO,102346,5,100;000 to 249;999
1677,Kirkuk,Iraq,Provincial capital,IZ,601433,3,500;000 to 999;999
1678,Plock,Poland,Provincial capital,PL,127474,5,100;000 to 249;999
1679,Rome,Italy,National and provincial capital,IT,2563241,2,1;000;000 to 4;999;999
1680,Slatina,Romania,Provincial capital,RO,78988,6,50;000 to 99;999
1681,Odesa,Ukraine,Provincial capital,UP,1001558,2,1;000;000 to 4;999;999
1682,Sarajevo,Bosnia & Herzegovina,National capital,BK,696731,3,500;000 to 999;999
1683,Craiova,Romania,Provincial capital,RO,304142,4,250;000 to 499;999
1684,Tulcea,Romania,Provincial capital,RO,92475,6,50;000 to 99;999
1685,Samarra,Iraq,Provincial capital,IZ,158508,5,100;000 to 249;999
1686,Warsaw,Poland,National and provincial capital,PL,1702139,2,1;000;000 to 4;999;999
1687,Bajram Curri,Albania,Provincial capital,AL,7967,7,Less than 50;000
1688,Siedlce,Poland,Provincial capital,PL,76772,6,50;000 to 99;999
1689,Alexandria,Romania,Provincial capital,RO,49346,7,Less than 50;000
1690,Joensuu,Finland,Provincial capital,FI,53388,6,50;000 to 99;999
1691,Shkoder,Albania,Provincial capital,AL,88245,6,50;000 to 99;999
1692,An Nabk,Saudi Arabia,Provincial capital,SA,49372,7,Less than 50;000
1693,Mikkeli,Finland,Provincial capital,FI,46550,7,Less than 50;000
1694,Skierniewice,Poland,Provincial capital,PL,49042,7,Less than 50;000
1695,Lezhe,Albania,Provincial capital,AL,18695,7,Less than 50;000
1696,At Tafilah,Jordan,Provincial capital,JO,25429,7,Less than 50;000
1697,Montana,Bulgaria,Provincial capital,BU,47445,7,Less than 50;000
1698,Durres,Albania,Provincial capital,AL,122034,5,100;000 to 249;999
1699,Hameenlinna,Finland,Provincial capital,FI,47261,7,Less than 50;000
1700,Piotrkow Trybunalski,Poland,Provincial capital,PL,80128,6,50;000 to 99;999
1701,Tabuk,Saudi Arabia,Provincial capital,SA,455450,4,250;000 to 499;999
1702,Lovec,Bulgaria,Provincial capital,BU,42211,7,Less than 50;000
1703,Kouvola,Finland,Provincial capital,FI,31133,7,Less than 50;000
1704,Fier,Albania,Provincial capital,AL,-999,7,Less than 50;000
1705,Ha'il,Saudi Arabia,Provincial capital,SA,-999,7,Less than 50;000
1706,Radom,Poland,Provincial capital,PL,226794,5,100;000 to 249;999
1707,Vlore,Albania,Provincial capital,AL,89546,6,50;000 to 99;999
1708,Sofia,Bulgaria,National capital and provincial capital enclave,BU,1152556,2,1;000;000 to 4;999;999
1709,Helsinki,Finland,National and provincial capital,FI,558457,3,500;000 to 999;999
1710,Kielce,Poland,Provincial capital,PL,208598,5,100;000 to 249;999
1711,Buraydah,Saudi Arabia,Provincial capital,SA,391336,4,250;000 to 499;999
1712,Targoviste,Romania,Provincial capital,RO,88435,6,50;000 to 99;999
1713,Belgrade,Serbia,National capital,RB,1273651,2,1;000;000 to 4;999;999
1714,Katowice,Poland,Provincial capital,PL,317316,4,250;000 to 499;999
1715,Tallinn,Estonia,National capital,EN,394024,4,250;000 to 499;999
1716,As Suwayda,Syria,Provincial capital,SY,59052,6,50;000 to 99;999
1717,Podgorica,Montenegro,National capital,MJ,136473,5,100;000 to 249;999
1718,Ploiesti,Romania,Provincial capital,RO,228851,5,100;000 to 249;999
1719,Ma'an,Jordan,Provincial capital,JO,-999,7,Less than 50;000
1720,Erseke,Albania,Provincial capital,AL,7890,7,Less than 50;000
1721,Slobozia,Romania,Provincial capital,RO,52693,6,50;000 to 99;999
1722,Al Ghurdaqah,Egypt,Provincial capital,EG,95622,6,50;000 to 99;999
1723,Bielsko-Biala,Poland,Provincial capital,PL,176515,5,100;000 to 249;999
1724,Riga,Latvia,National capital,LG,742572,3,500;000 to 999;999
1725,Medina,Saudi Arabia,Other,SA,1300000,2,1;000;000 to 4;999;999
1726,Skopje,FYR of Macedonia,National capital,MK,474889,4,250;000 to 499;999
1727,Ostrava,Czech Republic,Provincial capital,EZ,313088,4,250;000 to 499;999
1728,Bucharest,Romania,National and provincial capital,RO,1877155,2,1;000;000 to 4;999;999
1729,Karelia,Russia,Other,RS,-999,7,Less than 50;000
1730,Pogradec,Albania,Provincial capital,AL,-999,7,Less than 50;000
1731,Haifa,Israel,Provincial capital,IS,267300,4,250;000 to 499;999
1732,Ramla,Israel,Provincial capital,IS,63860,6,50;000 to 99;999
1733,Calarasi,Romania,Provincial capital,RO,69167,6,50;000 to 99;999
1734,Korce,Albania,Provincial capital,AL,58259,6,50;000 to 99;999
1735,Beersheba,Israel,Provincial capital,IS,186600,5,100;000 to 249;999
1736,Banska Bystrica,Slovakia,Provincial capital,LO,82336,6,50;000 to 99;999
1737,Rovaniemi,Finland,Provincial capital,FI,34781,7,Less than 50;000
1738,Giurgiu,Romania,Provincial capital,RO,69067,6,50;000 to 99;999
1739,Ioannina,Greece,Provincial capital,GR,64012,6,50;000 to 99;999
1740,Razgrad,Bulgaria,Provincial capital,BU,38285,7,Less than 50;000
1741,Oulu,Finland,Provincial capital,FI,128618,5,100;000 to 249;999
1742,Bratislava,Slovakia,National capital and provincial capital enclave,LO,423737,4,250;000 to 499;999
1743,El'Arish,Egypt,Provincial capital,EG,-999,7,Less than 50;000
1744,Varna,Bulgaria,Provincial capital,BU,312770,4,250;000 to 499;999
1745,Kuopio,Finland,Provincial capital,FI,89104,6,50;000 to 99;999
1746,Larisa,Greece,Provincial capital,GR,128758,5,100;000 to 249;999
1747,Burgas,Bulgaria,Provincial capital,BU,195966,5,100;000 to 249;999
1748,Tel Aviv-Yafo,Israel,Provincial capital,IS,378358,4,250;000 to 499;999
1749,Gyor,Hungary,Provincial capital,HU,128265,5,100;000 to 249;999
1750,Jyvaskyla,Finland,Provincial capital,FI,85026,6,50;000 to 99;999
1751,Lushnje,Albania,Provincial capital,AL,41469,7,Less than 50;000
1752,Constanta,Romania,Provincial capital,RO,303399,4,250;000 to 499;999
1753,Gaza City,Gaza Strip,Other,GZ,410000,4,250;000 to 499;999
1754,Tatabanya,Hungary,Provincial capital,HU,70541,6,50;000 to 99;999
1755,Saint Petersburg,Russia,Provincial capital,RS,4039745,2,1;000;000 to 4;999;999
1756,Sidon,Lebanon,Provincial capital,LE,163554,5,100;000 to 249;999
1757,Gramsh,Albania,Provincial capital,AL,11556,7,Less than 50;000
1758,Istanbul,Turkey,Provincial capital,TU,11174257,1,5;000;000 and greater
1759,Kocaeli,Turkey,Provincial capital,TU,196571,5,100;000 to 249;999
1760,Novgorod,Russia,Provincial capital,RS,215062,5,100;000 to 249;999
1761,Nabatiyet et Tahta,Lebanon,Provincial capital,LE,-999,7,Less than 50;000
1762,Budapest,Hungary,National capital and provincial capital enclave,HU,1696128,2,1;000;000 to 4;999;999
1763,Sakarya,Turkey,Provincial capital,TU,286787,4,250;000 to 499;999
1764,Berat,Albania,Provincial capital,AL,46866,7,Less than 50;000
1765,Bursa,Turkey,Provincial capital,TU,1412701,2,1;000;000 to 4;999;999
1766,Pskov,Russia,Provincial capital,RS,201990,5,100;000 to 249;999
1767,Nazareth,Israel,Provincial capital,IS,64800,6,50;000 to 99;999
1768,Corovode,Albania,Provincial capital,AL,14046,7,Less than 50;000
1769,Bilecik,Turkey,Provincial capital,TU,40285,7,Less than 50;000
1770,Szekesfehervar,Hungary,Provincial capital,HU,101600,5,100;000 to 249;999
1771,Arkangel'sk,Russia,Provincial capital,RS,356051,4,250;000 to 499;999
1772,Eskisehir,Turkey,Provincial capital,TU,514869,3,500;000 to 999;999
1773,Damascus,Syria,National and provincial capital,SY,1569394,2,1;000;000 to 4;999;999
1774,Tepelene,Albania,Provincial capital,AL,11955,7,Less than 50;000
1775,Veszprem,Hungary,Provincial capital,HU,62023,6,50;000 to 99;999
1776,Kutahya,Turkey,Provincial capital,TU,185008,5,100;000 to 249;999
1777,Permet,Albania,Provincial capital,AL,10686,7,Less than 50;000
1778,Kaposvar,Hungary,Provincial capital,HU,67746,6,50;000 to 99;999
1779,Afyon,Turkey,Provincial capital,TU,-999,7,Less than 50;000
1780,Vologda,Russia,Provincial capital,RS,294889,4,250;000 to 499;999
1781,Al Qunaytirah,Syria,Provincial capital,SY,36143,7,Less than 50;000
1782,Gjirokaster,Albania,Provincial capital,AL,23437,7,Less than 50;000
1783,Szekszard,Hungary,Provincial capital,HU,34174,7,Less than 50;000
1784,Usak,Turkey,Provincial capital,TU,152862,5,100;000 to 249;999
1785,Dar'a,Syria,Provincial capital,SY,-999,7,Less than 50;000
1786,Sarande,Albania,Provincial capital,AL,15147,7,Less than 50;000
1787,Pecs,Hungary,Provincial capital,HU,156649,5,100;000 to 249;999
1788,Konya,Turkey,Provincial capital,TU,875530,3,500;000 to 999;999
1789,Irbid,Jordan,Provincial capital,JO,307480,4,250;000 to 499;999
1790,Kostroma,Russia,Provincial capital,RS,277656,4,250;000 to 499;999
1791,Denizli,Turkey,Provincial capital,TU,313238,4,250;000 to 499;999
1792,Tarnobrzeg,Poland,Provincial capital,PL,50459,6,50;000 to 99;999
1793,Al Mafraq,Jordan,Provincial capital,JO,57118,6,50;000 to 99;999
1794,Isparta,Turkey,Provincial capital,TU,172334,5,100;000 to 249;999
1795,Kerkya,Greece,Provincial capital,GR,27003,7,Less than 50;000
1796,Burdur,Turkey,Provincial capital,TU,66158,6,50;000 to 99;999
1797,Krakow,Poland,Provincial capital,PL,755050,3,500;000 to 999;999
1798,Yaroslavl,Russia,Provincial capital,RS,606730,3,500;000 to 999;999
1799,Mugla,Turkey,Provincial capital,TU,48183,7,Less than 50;000
1800,Az Zarqa',Jordan,Provincial capital,JO,792665,3,500;000 to 999;999
1801,Rzeszow,Poland,Provincial capital,PL,158382,5,100;000 to 249;999
1802,Antalya,Turkey,Provincial capital,TU,758188,3,500;000 to 999;999
1803,Ivanovo,Russia,Provincial capital,RS,420839,4,250;000 to 499;999
1804,Peshkopi,Albania,Provincial capital,AL,14848,7,Less than 50;000
1805,As-Salt,Jordan,Provincial capital,JO,80189,6,50;000 to 99;999
1806,Tarnow,Poland,Provincial capital,PL,117799,5,100;000 to 249;999
1807,Kukes,Albania,Provincial capital,AL,17832,7,Less than 50;000
1808,Majkop,Russia,Provincial capital,RS,158451,5,100;000 to 249;999
1809,Tver,Russia,Provincial capital,RS,400212,4,250;000 to 499;999
1810,Sokhumi,Georgia,Provincial capital,GG,81546,6,50;000 to 99;999
1811,Krosno,Poland,Provincial capital,PL,47784,7,Less than 50;000
1812,Puke,Albania,Provincial capital,AL,6495,7,Less than 50;000
1813,Elazig,Turkey,Provincial capital,TU,298004,4,250;000 to 499;999
1814,Amman,Jordan,National and provincial capital,JO,1275857,2,1;000;000 to 4;999;999
1815,Gor'kiy,Russia,Provincial capital,RS,1284164,2,1;000;000 to 4;999;999
1816,Malatya,Turkey,Provincial capital,TU,441805,4,250;000 to 499;999
1817,Al Karak,Jordan,Provincial capital,JO,-999,7,Less than 50;000
1818,Nowy Sacz,Poland,Provincial capital,PL,84376,6,50;000 to 99;999
1819,Rreshen,Albania,Provincial capital,AL,10064,7,Less than 50;000
1820,Adiyaman,Turkey,Provincial capital,TU,223744,5,100;000 to 249;999
1821,Petrozavodsk,Russia,Provincial capital,RS,265025,4,250;000 to 499;999
1822,Jerusalem,Israel,National and provincial capital,IS,714000,3,500;000 to 999;999
1823,Vladimir,Russia,Provincial capital,RS,310024,4,250;000 to 499;999
1824,Kahramanmaras,Turkey,Provincial capital,TU,376045,4,250;000 to 499;999
1825,Ryazan,Russia,Provincial capital,RS,520173,3,500;000 to 999;999
1826,Kuybyskev,Russia,Provincial capital,RS,1134730,2,1;000;000 to 4;999;999
1827,Salgotarjan,Hungary,Provincial capital,HU,39640,7,Less than 50;000
1828,Burrel,Albania,Provincial capital,AL,15405,7,Less than 50;000
1829,Ariha,West Bank,Other,WE,-999,7,Less than 50;000
1830,Tambov,Russia,Provincial capital,RS,290933,4,250;000 to 499;999
1831,Penza,Russia,Provincial capital,RS,512602,3,500;000 to 999;999
1832,Sanhurfa,Turkey,Provincial capital,TU,-999,7,Less than 50;000
1833,Kruje,Albania,Provincial capital,AL,21286,7,Less than 50;000
1834,Lipetsk,Russia,Provincial capital,RS,515655,3,500;000 to 999;999
1835,Ar'ar,Saudi Arabia,Provincial capital,SA,-999,7,Less than 50;000
1836,Saratov,Russia,Provincial capital,RS,863725,3,500;000 to 999;999
1837,Miskolc,Hungary,Provincial capital,HU,172637,5,100;000 to 249;999
1838,Aintab,Turkey,Provincial capital,TU,1065975,2,1;000;000 to 4;999;999
1839,Tirana,Albania,National and provincial capital,AL,374801,4,250;000 to 499;999
1840,Sakakah,Saudi Arabia,Provincial capital,SA,128332,5,100;000 to 249;999
1841,Volgograd,Russia,Provincial capital,RS,1011417,2,1;000;000 to 4;999;999
1842,Eger,Hungary,Provincial capital,HU,56647,6,50;000 to 99;999
1843,Atyrau,Kazakhstan,Provincial capital,KZ,180000,5,100;000 to 249;999
1844,Librazhd,Albania,Provincial capital,AL,12691,7,Less than 50;000
1845,Ba qubah,Iraq,Provincial capital,IZ,152550,5,100;000 to 249;999
1846,Kosice,Slovakia,Provincial capital,LO,236563,5,100;000 to 249;999
1847,Cherkessk,Russia,Provincial capital,RS,116224,5,100;000 to 249;999
1848,Rostov-on-Don,Russia,Provincial capital,RS,1074482,2,1;000;000 to 4;999;999
1849,Elbasan,Albania,Provincial capital,AL,100903,5,100;000 to 249;999
1850,Astrakhan,Russia,Provincial capital,RS,502533,3,500;000 to 999;999
1851,Ar-Ramadi,Iraq,Provincial capital,IZ,274539,4,250;000 to 499;999
1852,Kurgan,Russia,Provincial capital,RS,343129,4,250;000 to 499;999
1853,Kirsehir,Turkey,Provincial capital,TU,94336,6,50;000 to 99;999
1854,Nyiregyhaza,Hungary,Provincial capital,HU,116298,5,100;000 to 249;999
1855,Baghdad,Iraq,National and provincial capital,IZ,5672513,1,5;000;000 and greater
1856,Kayseri,Turkey,Provincial capital,TU,592840,3,500;000 to 999;999
1857,Lamia,Greece,Provincial capital,GR,47246,7,Less than 50;000
1858,Stavropol,Russia,Provincial capital,RS,363064,4,250;000 to 499;999
1859,Uzhhorod,Ukraine,Provincial capital,UP,117878,5,100;000 to 249;999
1860,Chelyabinsk,Russia,Provincial capital,RS,1062919,2,1;000;000 to 4;999;999
1861,Karbala',Iraq,Provincial capital,IZ,434450,4,250;000 to 499;999
1862,Debrecen,Hungary,Provincial capital,HU,204124,5,100;000 to 249;999
1863,Nevsehir,Turkey,Provincial capital,TU,75527,6,50;000 to 99;999
1864,Kostanay,Kazakhstan,Provincial capital,KZ,210000,5,100;000 to 249;999
1865,Al-Hillah,Iraq,Provincial capital,IZ,289709,4,250;000 to 499;999
1866,Nigde,Turkey,Provincial capital,TU,91039,6,50;000 to 99;999
1867,Patras,Greece,Other,GR,163360,5,100;000 to 249;999
1868,Elista,Russia,Provincial capital,RS,106971,5,100;000 to 249;999
1869,Szolnok,Hungary,Provincial capital,HU,75474,6,50;000 to 99;999
1870,Aktyubinsk,Kazakhstan,Provincial capital,KZ,262457,4,250;000 to 499;999
1871,Ad Diwaniyah,Iraq,Provincial capital,IZ,318801,4,250;000 to 499;999
1872,Belgorod,Russia,Provincial capital,RS,345289,4,250;000 to 499;999
1873,An Najaf,Iraq,Provincial capital,IZ,482576,4,250;000 to 499;999
1874,Oradea,Romania,Provincial capital,RO,206614,5,100;000 to 249;999
1875,Seyhan,Turkey,Provincial capital,TU,-999,7,Less than 50;000
1876,Arua,Uganda,Provincial capital,UG,55585,6,50;000 to 99;999
1877,Turgay,Kazakhstan,Provincial capital,KZ,-999,7,Less than 50;000
1878,Tripoli,Greece,Provincial capital,GR,26561,7,Less than 50;000
1879,Gulu,Uganda,Provincial capital,UG,146858,5,100;000 to 249;999
1880,Tripoli,Libya,National and provincial capital,LY,1150989,2,1;000;000 to 4;999;999
1881,Kharkiv,Ukraine,Provincial capital,UP,1430885,2,1;000;000 to 4;999;999
1882,Kecskemet,Hungary,Provincial capital,HU,109847,5,100;000 to 249;999
1883,Mersin,Turkey,Provincial capital,TU,537842,3,500;000 to 999;999
1884,Tomsk,Russia,Provincial capital,RS,485519,4,250;000 to 499;999
1885,Az Zawiyah,Libya,Provincial capital,LY,4917,7,Less than 50;000
1886,Poltava,Ukraine,Provincial capital,UP,317847,4,250;000 to 499;999
1887,Fort Portal,Uganda,Provincial capital,UG,42670,7,Less than 50;000
