ID,CITY_NAME,CNTRY_NAME,STATUS,FIPS_CNTRY,POP,POP_RANK,POP_CLASS
1910,Birao,Central African Republic,Provincial capital,CT,10178,7,Less than 50;000
1911,Omsk,Russia,Provincial capital,RS,1129281,2,1;000;000 to 4;999;999
1912,Timisoara,Romania,Provincial capital,RO,315053,4,250;000 to 499;999
1913,Zaporiyhzhya,Ukraine,Provincial capital,UP,796217,3,500;000 to 999;999
1914,Murzuq,Libya,Other,LY,43732,7,Less than 50;000
1915,Malakal,South Sudan,Provincial capital,OD,160765,5,100;000 to 249;999
1916,Kokshetau,Kazakhstan,Provincial capital,KZ,124444,5,100;000 to 249;999
1917,Tripoli,Lebanon,Other,LE,229398,5,100;000 to 249;999
1918,Pavlodar,Kazakhstan,Provincial capital,KZ,329002,4,250;000 to 499;999
1919,Zonguldak,Turkey,Provincial capital,TU,100229,5,100;000 to 249;999
1920,Resita,Romania,Provincial capital,RO,81228,6,50;000 to 99;999
1921,Krasnodar,Russia,Provincial capital,RS,649851,3,500;000 to 999;999
1922,Bolu,Turkey,Provincial capital,TU,96629,6,50;000 to 99;999
1923,Wau,South Sudan,Provincial capital,OD,127384,5,100;000 to 249;999
1924,Cankiri,Turkey,Provincial capital,TU,71379,6,50;000 to 99;999
1925,Astana,Kazakhstan,National and provincial capital,KZ,345604,4,250;000 to 499;999
1926,Moscow,Russia,National and provincial capital,RS,10381222,1,5;000;000 and greater
1927,Obo,Central African Republic,Provincial capital,CT,12887,7,Less than 50;000
1928,Kaluga,Russia,Provincial capital,RS,338978,4,250;000 to 499;999
1929,Beirut,Lebanon,National and provincial capital,LE,1916100,2,1;000;000 to 4;999;999
1930,Longyearbyen,Svalbard,National and provincial capital,SV,1232,7,Less than 50;000
1931,Ankara,Turkey,National and provincial capital,TU,3517182,2,1;000;000 to 4;999;999
1932,Karaganda,Kazakhstan,Other,KZ,451800,4,250;000 to 499;999
1933,Tula,Russia,Provincial capital,RS,468825,4,250;000 to 499;999
1934,Kyrenia,Cyprus,Provincial capital,CY,26701,7,Less than 50;000
1935,Bangassou,Central African Republic,Provincial capital,CT,24361,7,Less than 50;000
1936,Tromso,Norway,Provincial capital,NO,52436,6,50;000 to 99;999
1937,Klintsy,Russia,Provincial capital,RS,66336,6,50;000 to 99;999
1938,Zhezkazgan,Kazakhstan,Provincial capital,KZ,104357,5,100;000 to 249;999
1939,Nicosia,Cyprus,National and provincial capital,CY,200452,5,100;000 to 249;999
1940,Zahle,Lebanon,Provincial capital,LE,78145,6,50;000 to 99;999
1941,Kisangani,Congo; DRC,Provincial capital,CG,539158,3,500;000 to 999;999
1942,Larnaka,Cyprus,Provincial capital,CY,48947,7,Less than 50;000
1943,Paphos,Cyprus,Provincial capital,CY,35961,7,Less than 50;000
1944,Orel,Russia,Provincial capital,RS,324200,4,250;000 to 499;999
1945,Taldykorgan,Kazakhstan,Provincial capital,KZ,200000,5,100;000 to 249;999
1946,Narvik,Norway,Other,NO,14114,7,Less than 50;000
1947,Wadi Halfa,Sudan,Other,SU,-999,7,Less than 50;000
1948,Kursk,Russia,Provincial capital,RS,409431,4,250;000 to 499;999
1949,B'abda,Lebanon,Provincial capital,LE,-999,7,Less than 50;000
1950,Lemesos,Cyprus,Provincial capital,CY,154000,5,100;000 to 249;999
1951,Vadso,Norway,Provincial capital,NO,5139,7,Less than 50;000
1952,Ust'-Kamenogorsk,Kazakhstan,Provincial capital,KZ,319067,4,250;000 to 499;999
1953,Voronezh,Russia,Provincial capital,RS,848752,3,500;000 to 999;999
1954,Darnah,Libya,Provincial capital,LY,78782,6,50;000 to 99;999
1955,Kemerovo,Russia,Provincial capital,RS,477090,4,250;000 to 499;999
1956,Dongola,Sudan,Provincial capital,SU,-999,7,Less than 50;000
1957,Sumy,Ukraine,Provincial capital,UP,294456,4,250;000 to 499;999
1958,Novosibirsk,Russia,Provincial capital,RS,1419007,2,1;000;000 to 4;999;999
1959,Marsa Matruh,Egypt,Provincial capital,EG,62042,6,50;000 to 99;999
1960,Omdurman,Sudan,Other,SU,1200000,2,1;000;000 to 4;999;999
1961,Aleppo,Syria,Other,SY,1602264,2,1;000;000 to 4;999;999
1962,Syktyvkar,Russia,Provincial capital,RS,230139,5,100;000 to 249;999
1963,Murmansk,Russia,Provincial capital,RS,319263,4,250;000 to 499;999
1964,El Minya,Egypt,Provincial capital,EG,-999,7,Less than 50;000
1965,Novokuznetsk,Russia,Other,RS,539616,3,500;000 to 999;999
1966,Vyatka,Russia,Provincial capital,RS,457383,4,250;000 to 499;999
1967,Asyut,Egypt,Provincial capital,EG,420585,4,250;000 to 499;999
1968,Khartoum,Sudan,National and provincial capital,SU,1974647,2,1;000;000 to 4;999;999
1969,Barnaul,Russia,Provincial capital,RS,599579,3,500;000 to 999;999
1970,Sohag,Egypt,Provincial capital,EG,-999,7,Less than 50;000
1971,Ar Raqqah,Syria,Provincial capital,SY,177636,5,100;000 to 249;999
1972,Perm',Russia,Provincial capital,RS,982419,3,500;000 to 999;999
1973,Hammerfest,Norway,Other,NO,6788,7,Less than 50;000
1974,El Fasher,Sudan,Provincial capital,SU,252609,4,250;000 to 499;999
1975,Idlib,Syria,Provincial capital,SY,128840,5,100;000 to 249;999
1976,Gorno-Altaysk,Russia,Provincial capital,RS,54917,6,50;000 to 99;999
1977,Qena,Egypt,Provincial capital,EG,235362,5,100;000 to 249;999
1978,Izevsk,Russia,Provincial capital,RS,631038,3,500;000 to 999;999
1979,El Obeid,Sudan,Other,SU,393311,4,250;000 to 499;999
1980,Vitsyebsk,Belarus,Provincial capital,BO,342700,4,250;000 to 499;999
1981,Hamah,Syria,Provincial capital,SY,460602,4,250;000 to 499;999
1982,Yaskar-Ola,Russia,Provincial capital,RS,-999,7,Less than 50;000
1983,El-Kharga,Egypt,Provincial capital,EG,-999,7,Less than 50;000
1984,Semipalatinsk,Kazakhstan,Provincial capital,KZ,292780,4,250;000 to 499;999
1985,Najran,Saudi Arabia,Provincial capital,SA,258573,4,250;000 to 499;999
1986,Smolensk,Russia,Provincial capital,RS,320991,4,250;000 to 499;999
1987,Aswan,Egypt,Provincial capital,EG,241261,5,100;000 to 249;999
1988,Homs,Syria,Other,SY,775404,3,500;000 to 999;999
1989,Kudymkar,Russia,Provincial capital,RS,31596,7,Less than 50;000
1990,Dumyat,Egypt,Provincial capital,EG,-999,7,Less than 50;000
1991,Mahilyow,Belarus,Provincial capital,BO,369200,4,250;000 to 499;999
1992,Mecca,Saudi Arabia,Other,SA,1323624,2,1;000;000 to 4;999;999
1993,Olgiy,Mongolia,Provincial capital,MG,28400,7,Less than 50;000
1994,Sinop,Turkey,Provincial capital,TU,34834,7,Less than 50;000
1995,Nar'yan Mar,Russia,Provincial capital,RS,18041,7,Less than 50;000
1996,Homyel',Belarus,Provincial capital,BO,480951,4,250;000 to 499;999
1997,Kastamonu,Turkey,Provincial capital,TU,70402,6,50;000 to 99;999
1998,Port Sudan,Sudan,Other,SU,489725,4,250;000 to 499;999
1999,Port Said,Egypt,Provincial capital,EG,-999,7,Less than 50;000
2000,Sari,Iran,Provincial capital,IR,255396,4,250;000 to 499;999
2001,Vorkuta,Russia,Other,RS,80039,6,50;000 to 99;999
2002,Samsun,Turkey,Provincial capital,TU,394050,4,250;000 to 499;999
2003,Chernihiv,Ukraine,Provincial capital,UP,307684,4,250;000 to 499;999
2004,Sa'Dah,Yemen,Provincial capital,YM,31859,7,Less than 50;000
2005,Semnan,Iran,Provincial capital,IR,124826,5,100;000 to 249;999
2006,Amasya,Turkey,Provincial capital,TU,82896,6,50;000 to 99;999
2007,Mykolayiv,Ukraine,Provincial capital,UP,510840,3,500;000 to 999;999
2008,Kotlas,Russia,Other,RS,59180,6,50;000 to 99;999
2009,Alexandria,Egypt,Other,EG,3811516,2,1;000;000 to 4;999;999
2010,Asmara,Eritrea,National capital,ER,563930,3,500;000 to 999;999
2011,Marib,Yemen,Provincial capital,YM,-999,7,Less than 50;000
2012,Kherson,Ukraine,Provincial capital,UP,320477,4,250;000 to 499;999
2013,Corum,Turkey,Provincial capital,TU,183418,5,100;000 to 249;999
2014,Al Mukalla,Yemen,Provincial capital,YM,258132,4,250;000 to 499;999
2015,Gonder,Ethiopia,Provincial capital,ET,153914,5,100;000 to 249;999
2016,Kafr el Sheikh,Egypt,Provincial capital,EG,-999,7,Less than 50;000
2017,Salekhard,Russia,Provincial capital,RS,38025,7,Less than 50;000
2018,Minsk,Belarus,National and provincial capital,BO,1742124,2,1;000;000 to 4;999;999
2019,Yozgat,Turkey,Provincial capital,TU,87881,6,50;000 to 99;999
2020,Tyumen,Russia,Provincial capital,RS,519119,3,500;000 to 999;999
2021,'Ataq,Yemen,Provincial capital,YM,-999,7,Less than 50;000
2022,Jeddah,Saudi Arabia,Other,SA,2867446,2,1;000;000 to 4;999;999
2023,Kovel',Ukraine,Provincial capital,UP,66400,6,50;000 to 99;999
2024,El Mansura,Egypt,Provincial capital,EG,-999,7,Less than 50;000
2025,Simferopol',Ukraine,Provincial capital,UP,358108,4,250;000 to 499;999
2026,Sverdlovsk,Russia,Provincial capital,RS,1287573,2,1;000;000 to 4;999;999
2027,Al Bayda,Yemen,Provincial capital,YM,37821,7,Less than 50;000
2028,Aden,Yemen,Other,YM,550602,3,500;000 to 999;999
2029,Rivne,Ukraine,Provincial capital,UP,255106,4,250;000 to 499;999
2030,Ordu,Turkey,Provincial capital,TU,116788,5,100;000 to 249;999
2031,Boosaaso,Somalia,Provincial capital,SO,-999,7,Less than 50;000
2032,Damanhur,Egypt,Provincial capital,EG,227943,5,100;000 to 249;999
2033,Giresun,Turkey,Provincial capital,TU,98864,6,50;000 to 99;999
2034,L'viv,Ukraine,Provincial capital,UP,717803,3,500;000 to 999;999
2035,Abha,Saudi Arabia,Provincial capital,SA,210886,5,100;000 to 249;999
2036,Ufa,Russia,Provincial capital,RS,1033338,2,1;000;000 to 4;999;999
2037,Orenburg,Russia,Provincial capital,RS,550204,3,500;000 to 999;999
2038,Tehran,Iran,National and provincial capital,IR,7153309,1,5;000;000 and greater
2039,Tokat,Turkey,Provincial capital,TU,129702,5,100;000 to 249;999
2040,Przemysl,Poland,Provincial capital,PL,67013,6,50;000 to 99;999
2041,Shibin el Kom,Egypt,Provincial capital,EG,56872,6,50;000 to 99;999
2042,Laascaanood,Somalia,Provincial capital,SO,60100,6,50;000 to 99;999
2043,Jaizan,Saudi Arabia,Provincial capital,SA,-999,7,Less than 50;000
2044,El Faiyum,Egypt,Provincial capital,EG,-999,7,Less than 50;000
2045,Ternopil',Ukraine,Provincial capital,UP,235676,5,100;000 to 249;999
2046,Sivas,Turkey,Provincial capital,TU,264022,4,250;000 to 499;999
2047,Hajjah,Yemen,Provincial capital,YM,43549,7,Less than 50;000
2048,Ural'sk,Kazakhstan,Provincial capital,KZ,200000,5,100;000 to 249;999
2049,Ceerigaabo,Somalia,Provincial capital,SO,-999,7,Less than 50;000
2050,Bat'umi,Georgia,Provincial capital,GG,121806,5,100;000 to 249;999
2051,Abu Zenima,Egypt,Other,EG,-999,7,Less than 50;000
2052,Burao,Somalia,Provincial capital,SO,99270,6,50;000 to 99;999
2053,Sanaa,Yemen,National and provincial capital,YM,1937451,2,1;000;000 to 4;999;999
2054,El Tur,Egypt,Provincial capital,EG,-999,7,Less than 50;000
2055,Ceboksary,Russia,Provincial capital,RS,446781,4,250;000 to 499;999
2056,Khmel'nyts'kyz,Ukraine,Provincial capital,UP,398346,4,250;000 to 499;999
2057,Coruh,Turkey,Provincial capital,TU,-999,7,Less than 50;000
2058,Al Hudaydah,Yemen,Provincial capital,YM,617871,3,500;000 to 999;999
2059,Garoowe,Somalia,Provincial capital,SO,-999,7,Less than 50;000
2060,Dhamar,Yemen,Provincial capital,YM,-999,7,Less than 50;000
2061,Tanta,Egypt,Provincial capital,EG,404901,4,250;000 to 499;999
2062,Kazan',Russia,Provincial capital,RS,1104738,2,1;000;000 to 4;999;999
2063,Rize,Turkey,Provincial capital,TU,92772,6,50;000 to 99;999
2064,Gaalkacyo,Somalia,Provincial capital,SO,61200,6,50;000 to 99;999
2065,Ivano-frankivs'k,Ukraine,Provincial capital,UP,204200,5,100;000 to 249;999
2066,Mek'ele,Ethiopia,Provincial capital,ET,-999,7,Less than 50;000
2067,Trabzon,Turkey,Provincial capital,TU,244083,5,100;000 to 249;999
2068,Ul'yanovsk,Russia,Provincial capital,RS,640680,3,500;000 to 999;999
2069,Chernivtsi,Ukraine,Provincial capital,UP,236250,5,100;000 to 249;999
2070,Dhuusa Mareeb,Somalia,Provincial capital,SO,-999,7,Less than 50;000
2071,Saransk,Russia,Provincial capital,RS,303394,4,250;000 to 499;999
2072,Ibb,Yemen,Provincial capital,YM,234837,5,100;000 to 249;999
2073,Satu Mare,Romania,Provincial capital,RO,112490,5,100;000 to 249;999
2074,Kyzylorda,Kazakhstan,Provincial capital,KZ,300000,4,250;000 to 499;999
2075,Djibouti,Djibouti,National and provincial capital,DJ,623891,3,500;000 to 999;999
2076,Beledweyne,Somalia,Provincial capital,SO,55410,6,50;000 to 99;999
2077,Ta'izz,Yemen,Provincial capital,YM,615222,3,500;000 to 999;999
2078,Gumushane,Turkey,Provincial capital,TU,32250,7,Less than 50;000
2079,Baia Mare,Romania,Provincial capital,RO,136553,5,100;000 to 249;999
2080,Navoi,Uzbekistan,Provincial capital,UZ,129725,5,100;000 to 249;999
2081,Zalau,Romania,Provincial capital,RO,63232,6,50;000 to 99;999
2082,Lahij,Yemen,Provincial capital,YM,23375,7,Less than 50;000
2083,Bukhara,Uzbekistan,Provincial capital,UZ,247644,5,100;000 to 249;999
2084,Samarkand,Uzbekistan,Provincial capital,UZ,319366,4,250;000 to 499;999
2085,Obock,Djibouti,Provincial capital,DJ,17776,7,Less than 50;000
2086,Dese,Ethiopia,Provincial capital,ET,136056,5,100;000 to 249;999
2087,Jawhar,Somalia,Provincial capital,SO,-999,7,Less than 50;000
2088,Tadjoura,Djibouti,Provincial capital,DJ,22193,7,Less than 50;000
2089,Cluj-Napoca,Romania,Provincial capital,RO,316748,4,250;000 to 499;999
2090,Alba Lulia,Romania,Provincial capital,RO,66085,6,50;000 to 99;999
2091,Chardzhev,Turkmenistan,Provincial capital,TX,-999,7,Less than 50;000
2092,Harar,Ethiopia,Provincial capital,ET,-999,7,Less than 50;000
2093,Mogadishu,Somalia,National and provincial capital,SO,2587183,2,1;000;000 to 4;999;999
2094,Ali Sabieh,Djibouti,Provincial capital,DJ,40074,7,Less than 50;000
2095,Deva,Romania,Provincial capital,RO,67802,6,50;000 to 99;999
2096,Dikhil,Djibouti,Provincial capital,DJ,12043,7,Less than 50;000
2097,Esfahan,Iran,Provincial capital,IR,1547164,2,1;000;000 to 4;999;999
2098,Karshi,Uzbekistan,Provincial capital,UZ,222898,5,100;000 to 249;999
2099,Sibiu,Romania,Provincial capital,RO,151894,5,100;000 to 249;999
2100,Hargeysa,Somalia,Provincial capital,SO,477876,4,250;000 to 499;999
2101,Shahr-E Kord,Iran,Provincial capital,IR,129153,5,100;000 to 249;999
2102,Termez,Uzbekistan,Provincial capital,UZ,140385,5,100;000 to 249;999
2103,Goba,Ethiopia,Provincial capital,ET,34369,7,Less than 50;000
2104,Yazd,Iran,Provincial capital,IR,477905,4,250;000 to 499;999
2105,Mazar-E Sharif,Afghanistan,Provincial capital,AF,303282,4,250;000 to 499;999
2106,Yasuj,Iran,Provincial capital,IR,-999,7,Less than 50;000
2107,Moroto,Uganda,Provincial capital,UG,-999,7,Less than 50;000
2108,Shiraz,Iran,Provincial capital,IR,1249942,2,1;000;000 to 4;999;999
2109,Sheberghan,Afghanistan,Provincial capital,AF,55641,6,50;000 to 99;999
2110,Mbale,Uganda,Provincial capital,UG,76493,6,50;000 to 99;999
2111,Meymaneh,Afghanistan,Provincial capital,AF,-999,7,Less than 50;000
2112,Kuwait,Kuwait,National and provincial capital,KU,60064,6,50;000 to 99;999
2113,Kakamega,Kenya,Provincial capital,KE,63426,6,50;000 to 99;999
2114,Hawalli,Kuwait,Provincial capital,KU,0,7,Less than 50;000
2115,Al-Ahmadi,Kuwait,Provincial capital,KU,-999,7,Less than 50;000
2116,Qal eh-ye,Afghanistan,Provincial capital,AF,-999,7,Less than 50;000
2117,Debre Markos,Ethiopia,Provincial capital,ET,59920,6,50;000 to 99;999
2118,Bushehr,Iran,Provincial capital,IR,-999,7,Less than 50;000
2119,Chaghcharan,Afghanistan,Provincial capital,AF,-999,7,Less than 50;000
2120,Nek'emte,Ethiopia,Provincial capital,ET,-999,7,Less than 50;000
2121,Ad Damman,Saudi Arabia,Provincial capital,SA,-999,7,Less than 50;000
2122,Al-Muharraq,Bahrain,Provincial capital,BA,97458,6,50;000 to 99;999
2123,Addis Ababa,Ethiopia,National and provincial capital,ET,2757729,2,1;000;000 to 4;999;999
2124,Herat,Afghanistan,Provincial capital,AF,-999,7,Less than 50;000
2125,Manama,Bahrain,National and provincial capital,BA,147074,5,100;000 to 249;999
2126,Kerman,Iran,Provincial capital,IR,577514,3,500;000 to 999;999
2127,Jidd Hafs,Bahrain,Provincial capital,BA,31735,7,Less than 50;000
2128,Gore,Ethiopia,Provincial capital,ET,9352,7,Less than 50;000
2129,Zahedan,Iran,Provincial capital,IR,551980,3,500;000 to 999;999
2130,Ar Rifa,Bahrain,Provincial capital,BA,-999,7,Less than 50;000
2131,Asela,Ethiopia,Provincial capital,ET,-999,7,Less than 50;000
2132,Sitrah,Bahrain,Provincial capital,BA,37657,7,Less than 50;000
2133,Jima,Ethiopia,Provincial capital,ET,128306,5,100;000 to 249;999
2134,Bandar-E Abbas,Iran,Provincial capital,IR,-999,7,Less than 50;000
2135,Awasa,Ethiopia,Provincial capital,ET,133097,5,100;000 to 249;999
2136,Riyadh,Saudi Arabia,National and provincial capital,SA,4205961,2,1;000;000 to 4;999;999
2137,Al Kasab,Oman,Other,MU,-999,7,Less than 50;000
2138,Arba Minch,Ethiopia,Provincial capital,ET,69622,6,50;000 to 99;999
2139,Ilam,Iran,Provincial capital,IR,140940,5,100;000 to 249;999
2140,Xuddur,Somalia,Provincial capital,SO,-999,7,Less than 50;000
2141,Fujairad,United Arab Emirates,Provincial capital,AE,62415,6,50;000 to 99;999
2142,Garbahaarey,Somalia,Provincial capital,SO,12652,7,Less than 50;000
2143,Khorramabad,Iran,Provincial capital,IR,329825,4,250;000 to 499;999
2144,Karachi,Pakistan,Provincial capital,PK,11624219,1,5;000;000 and greater
2145,Baydhabo,Somalia,Provincial capital,SO,-999,7,Less than 50;000
2146,Al-Kut,Iraq,Provincial capital,IZ,315162,4,250;000 to 499;999
2147,Al 'Amarah,Iraq,Provincial capital,IZ,323302,4,250;000 to 499;999
2148,Muscat,Oman,National and provincial capital,MU,797000,3,500;000 to 999;999
2149,Marka,Somalia,Provincial capital,SO,-999,7,Less than 50;000
2150,Tarin Kowt,Afghanistan,Provincial capital,AF,-999,7,Less than 50;000
2151,Wajir,Kenya,Provincial capital,KE,45771,7,Less than 50;000
2152,Ahvaz,Iran,Provincial capital,IR,841145,3,500;000 to 999;999
2153,Farah,Afghanistan,Provincial capital,AF,43561,7,Less than 50;000
2154,Qalat,Afghanistan,Provincial capital,AF,-999,7,Less than 50;000
2155,Bu'aale,Somalia,Provincial capital,SO,-999,7,Less than 50;000
2156,As-Samawah,Iraq,Provincial capital,IZ,152890,5,100;000 to 249;999
2157,Kandahar,Afghanistan,Provincial capital,AF,391190,4,250;000 to 499;999
2158,Trondheim,Norway,Provincial capital,NO,147139,5,100;000 to 249;999
2159,An-Nasiriyah,Iraq,Provincial capital,IZ,400249,4,250;000 to 499;999
2160,Lashkar Gah,Afghanistan,Provincial capital,AF,-999,7,Less than 50;000
2161,Al Basrah,Iraq,Other,IZ,2600000,2,1;000;000 to 4;999;999
2162,Molde,Norway,Provincial capital,NO,18594,7,Less than 50;000
2163,Al-Jahrah,Kuwait,Provincial capital,KU,-999,7,Less than 50;000
2164,Bergen,Norway,Other,NO,213585,5,100;000 to 249;999
2165,Zaranj,Afghanistan,Provincial capital,AF,-999,7,Less than 50;000
2166,Ringkobing,Denmark,Provincial capital,DA,9315,7,Less than 50;000
2167,Bremen,Germany,Provincial capital,GM,546501,3,500;000 to 999;999
2168,Ra's Al-Khaymah,United Arab Emirates,Provincial capital,AE,115949,5,100;000 to 249;999
2169,Quetta,Pakistan,Provincial capital,PK,733675,3,500;000 to 999;999
2170,Hannover,Germany,Provincial capital,GM,515140,3,500;000 to 999;999
2171,Umm Al Qaywayn,United Arab Emirates,Provincial capital,AE,44411,7,Less than 50;000
2172,Srinagar,India,Provincial capital,IN,20216,7,Less than 50;000
2173,Ajman,United Arab Emirates,Provincial capital,AE,226172,5,100;000 to 249;999
2174,Erfurt,Germany,Provincial capital,GM,203254,5,100;000 to 249;999
2175,Amritsar,India,Other,IN,1092450,2,1;000;000 to 4;999;999
2176,Sharjah,United Arab Emirates,Provincial capital,AE,543733,3,500;000 to 999;999
2177,Frankfurt,Germany,Other,GM,650000,3,500;000 to 999;999
2178,Lahore,Pakistan,Provincial capital,PK,6310888,1,5;000;000 and greater
2179,Amiens,France,Provincial capital,FR,143086,5,100;000 to 249;999
2180,Doha,Qatar,National and provincial capital,QA,344939,4,250;000 to 499;999
2181,Simla,India,Provincial capital,IN,173503,5,100;000 to 249;999
2182,Rouen,France,Provincial capital,FR,112787,5,100;000 to 249;999
2183,Dubai,United Arab Emirates,Provincial capital,AE,1137347,2,1;000;000 to 4;999;999
2184,Chandigarh,India,Provincial capital enclave,IN,914371,3,500;000 to 999;999
2185,Le Havre,France,Other,FR,185972,5,100;000 to 249;999
2186,Abu Dhabi,United Arab Emirates,National and provincial capital,AE,603492,3,500;000 to 999;999
2187,Delhi,India,Provincial capital,IN,10927986,1,5;000;000 and greater
2188,Paris,France,National and provincial capital,FR,2138551,2,1;000;000 to 4;999;999
2189,Groznyy,Russia,Provincial capital,RS,226100,5,100;000 to 249;999
2190,Jaipur,India,Provincial capital,IN,2711758,2,1;000;000 to 4;999;999
2191,Stuttgart,Germany,Provincial capital,GM,589793,3,500;000 to 999;999
2192,Machackala,Russia,Provincial capital,RS,497959,4,250;000 to 499;999
2193,Bhopal,India,Provincial capital,IN,1599914,2,1;000;000 to 4;999;999
2194,Orleans,France,Provincial capital,FR,124149,5,100;000 to 249;999
2195,Baku,Azerbaijan,National and provincial capital,AJ,1116513,2,1;000;000 to 4;999;999
2196,New Delhi,India,National capital,IN,317797,4,250;000 to 499;999
2197,Poitiers,France,Provincial capital,FR,85960,6,50;000 to 99;999
2198,Turkmenbashi,Turkmenistan,Provincial capital,TX,68292,6,50;000 to 99;999
2199,Limoges,France,Provincial capital,FR,141176,5,100;000 to 249;999
2200,Hamadan,Iran,Provincial capital,IR,528256,3,500;000 to 999;999
2201,Zareh Sharan,Afghanistan,Provincial capital,AF,7366,7,Less than 50;000
2202,Dunkirk,France,Other,FR,-999,7,Less than 50;000
2203,Arak,Iran,Provincial capital,IR,503647,3,500;000 to 999;999
2204,Islamabad,Pakistan,National capital,PK,601600,3,500;000 to 999;999
2205,Liege,Belgium,Provincial capital,BE,182597,5,100;000 to 249;999
2206,Mangyshlak,Kazakhstan,Provincial capital,KZ,-999,7,Less than 50;000
2207,Namur,Belgium,Provincial capital,BE,106284,5,100;000 to 249;999
2208,Rawalpindi,Pakistan,Other,PK,1743101,2,1;000;000 to 4;999;999
2209,Mons,Belgium,Provincial capital,BE,91277,6,50;000 to 99;999
2210,Naxcivian,Azerbaijan,Provincial capital,AJ,64754,6,50;000 to 99;999
2211,Reims,France,Provincial capital,FR,196565,5,100;000 to 249;999
2212,Gardez,Afghanistan,Provincial capital,AF,103601,5,100;000 to 249;999
2213,Ghazni,Afghanistan,Provincial capital,AF,141000,5,100;000 to 249;999
2214,Tabriz,Iran,Provincial capital,IR,1424641,2,1;000;000 to 4;999;999
2215,Dijon,France,Provincial capital,FR,149782,5,100;000 to 249;999
2216,Faisalabad,Pakistan,Other,PK,2506595,2,1;000;000 to 4;999;999
2217,Orumiyeh,Iran,Provincial capital,IR,-999,7,Less than 50;000
2218,Hyderabad,Pakistan,Other,PK,1386330,2,1;000;000 to 4;999;999
2219,Clermont-Ferrand,France,Provincial capital,FR,138681,5,100;000 to 249;999
2220,Rasht,Iran,Provincial capital,IR,594590,3,500;000 to 999;999
2221,Zanjan,Iran,Provincial capital,IR,357471,4,250;000 to 499;999
2222,Gandhinagar,India,Provincial capital,IN,-999,7,Less than 50;000
2223,Lyon,France,Provincial capital,FR,472317,4,250;000 to 499;999
2224,As-Sulaymaniyah,Iraq,Provincial capital,IZ,723170,3,500;000 to 999;999
2225,Ahmadabad,India,Other,IN,3719710,2,1;000;000 to 4;999;999
2226,Europoort,Netherlands,Other,NL,-999,7,Less than 50;000
2227,Sanandaj,Iran,Provincial capital,IR,349176,4,250;000 to 499;999
2228,Almaty,Kazakhstan,Provincial capital,KZ,2000900,2,1;000;000 to 4;999;999
2229,Bishkek,Kyrgyzstan,National and provincial capital,KG,900000,3,500;000 to 999;999
2230,'s-Hertogenbosch,Netherlands,Provincial capital,NL,134520,5,100;000 to 249;999
2231,Kermanshah,Iran,Provincial capital,IR,621100,3,500;000 to 999;999
2232,Middelburg,Netherlands,Provincial capital,NL,46485,7,Less than 50;000
2233,Karakol,Kyrgyzstan,Provincial capital,KG,70171,6,50;000 to 99;999
2234,Nukus,Uzbekistan,Provincial capital,UZ,230006,5,100;000 to 249;999
2235,Dashkhovuz,Turkmenistan,Provincial capital,TX,-999,7,Less than 50;000
2236,Naryn,Kyrgyzstan,Provincial capital,KG,-999,7,Less than 50;000
2237,Bruges,Belgium,Provincial capital,BE,12650,7,Less than 50;000
2238,Urgench,Uzbekistan,Provincial capital,UZ,150110,5,100;000 to 249;999
2239,Namangan,Uzbekistan,Provincial capital,UZ,432456,4,250;000 to 499;999
2240,Antwerpen,Belgium,Provincial capital,BE,459805,4,250;000 to 499;999
2241,Ashgabat,Turkmenistan,National and provincial capital,TX,727700,3,500;000 to 999;999
2242,Andizhan,Uzbekistan,Provincial capital,UZ,318419,4,250;000 to 499;999
2243,Gent,Belgium,Provincial capital,BE,231493,5,100;000 to 249;999
2244,Mary,Turkmenistan,Provincial capital,TX,114680,5,100;000 to 249;999
2245,Osh,Kyrgyzstan,Provincial capital,KG,200000,5,100;000 to 249;999
2246,Hasselt,Belgium,Provincial capital,BE,69222,6,50;000 to 99;999
2247,Mashhad,Iran,Provincial capital,IR,2307177,2,1;000;000 to 4;999;999
2248,Lille,France,Provincial capital,FR,228328,5,100;000 to 249;999
2249,Fergana,Uzbekistan,Provincial capital,UZ,164322,5,100;000 to 249;999
2250,Brussels,Belgium,National capital and provincial capital enclave,BE,1019022,2,1;000;000 to 4;999;999
2251,Kashi,China,Other,CH,274717,4,250;000 to 499;999
2252,Haarlem,Netherlands,Provincial capital,NL,147590,5,100;000 to 249;999
2253,Jalabad,Afghanistan,Provincial capital,AF,200331,5,100;000 to 249;999
2254,Dushanbe,Tajikistan,National and provincial capital,TI,543107,3,500;000 to 999;999
2255,Kulob,Tajikistan,Provincial capital,TI,78786,6,50;000 to 99;999
2256,Amsterdam,Netherlands,National capital,NL,741636,3,500;000 to 999;999
2257,Qurghonteppa,Tajikistan,Provincial capital,TI,65000,6,50;000 to 99;999
2258,Utrecht,Netherlands,Provincial capital,NL,290529,4,250;000 to 499;999
2259,The Hague,Netherlands,Provincial capital,NL,474292,4,250;000 to 499;999
2260,Feyzabad,Afghanistan,Provincial capital,AF,40276,7,Less than 50;000
2261,Rotterdam,Netherlands,Other,NL,598199,3,500;000 to 999;999
2262,Taloqan,Afghanistan,Provincial capital,AF,64256,6,50;000 to 99;999
